Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,3-Hydroxyechinenone,"8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,CL(72:8),Cer(24:1),Cycloartenol acetate,DG(18:0),DG(18:3),DG(20:1),DG(24:0),DG(32:0),DG(34:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:0),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),Diadinochrome,GalCer(d18:3),GalCer(d20:3),GalCer(d22:3),Ginsenoside F1,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(16:1),MG(18:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:1),PC(32:2),PC(32:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(34:4),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(40:2),PC(42:1),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),PS(38:4),Phytosphingosine,SPB 18:0;2OH,SQDG(30:0),SQDG(32:0),SQDG(34:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Sphinganine,TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(40:1),TG(42:0),TG(42:1),TG(42:2),TG(44:0),TG(44:1),TG(44:2),TG(44:3),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:2),TG(60:3),TG(60:4),TG(60:5),TG(60:6),TG(62:5),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,"[2,3-dihydroxypropoxy][3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propoxy]phosphinic acid",alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI655983,16318.37734,308732.3569,1023182.859,154240.4235,67231.37411,55558.73863,10297.44362,754867.6439,1094368.013,1567791.941,56275.87184,361085.2477,6520.194332,10097.7232,66849.0397,216628.5717,26878085.89,208066.8822,2545914.557,411849.1084,6555.84502,1884619.081,1934812.916,1747086.737,21114.73235,93546.41912,62110.65809,134547.9913,1504879.937,793566.1578,1682228.313,383717.261,812922.9352,17069264.03,182197.1384,2706011.852,362353.3499,39261938.12,545223.7296,259764.6071,244518.7945,27018.55807,2063.610158,143261.9003,80807.02421,20082.29582,300074.2811,315159.0243,550213.8342,1422621.983,613386.46,532617.1076,33549.26336,398145.734,922819.5139,129243.0798,3378436.205,162.659162,51923.80536,8373313.37,2193637.512,5478688.193,151117453.1,80225.72691,56035.22887,99924.7361,66716.4949,26935.6748,554620.4028,32910.79319,107215.5533,33974.39156,18467821.68,13393394.31,47844071.83,17490030.71,52200.17257,2949676.458,3759094.211,7757166.013,10438235.87,2959753.571,239659.5055,59183.22765,105938.233,131902.3934,1492.68589,4892.217101,47092.12375,10041.14875,7526.817019,243138.9628,63731.94422,2802916.704,14648485.98,2151065.421,1236383.953,212198.2795,6018711.084,2717178.919,210228.098,593948.2093,946829.6925,20991.8443,38293.11468,222245.6374,46847.71634,20992.62174,2301940.097,38206.09561,70800.79279,226593.2988,6882885.316,43496.94623,369226.4569,123137.3764,320814.7511,4039778.824,23423.85834,48326.56257,722176.2946,561310.3604,154939.8718,6060.98303,257277.3469,11294.75826,17475.777,72662.67902,34259.29918,5375.384606,4182.846465,37761.34632,52512.80106,37690.81733,15709.4538,95713.42535,32708.32312,24929.37142,31089.95224,2925.390492,21525.06893,440103.6051,481532.5956,218056.867,15009.48533,10373.39945,15733.61603,152306.681,2369796.686,2726246.415,655846.6733,724883.3434,747240.8661,36982.13288,409479.5962,3582206.171,1569687.75,505506.3509,457740.2523,1658296.948,633689.5775,304733.7661,44003.86642,26387.68375,32319.99825,33860.94977,17756.33071,14734.87885,4996.649967,9018.621562,14203.82541,5318.226103,10355.19816,4693.872711,7081.964129,5974.496569,8976.739385,2972.903541,3831.025527,89746.72668,203876.0289,166920.1123,917023.0867,51151.52838,535741.5873,10899380.3,670215.5382,10906.88105,20156.10445,91040.09844,6822.357351,34330.47804,2675330.23,112931.538,41013.16541,17994.47216
PI542406,11508.94939,335328.9617,1081192.992,208147.0274,73905.9944,59607.91603,3065.204622,1096639.762,1458691.389,1701101.908,62589.68409,474619.425,13353.78203,9620.991153,121983.1936,331619.0174,26169432.07,274854.4938,3180348.316,1014902.09,7379.685336,2444297.801,2382378.298,1486539.207,23828.62717,114904.3311,87485.81995,204205.0718,2301430.073,833226.9893,1396450.202,691095.4554,1650423.872,17113552.67,309669.8475,2618374.182,704771.5215,39539900.02,547825.9614,329415.6391,304180.0757,31702.44534,5798.744747,162003.64,93777.09841,26721.30115,339134.2752,345519.7595,831176.5184,1900545.915,918750.1767,759558.433,34729.6729,488523.2465,1143911.098,179098.7671,3305254.626,185.3801531,65720.71141,8368017.9,2643744.718,7500497.312,146634222.5,107082.2162,58414.01492,106639.7169,91210.8548,31259.03288,651169.3017,45482.70803,199421.5708,71215.23193,26236954.42,18209654.58,69014782.52,12960340.33,82578.37102,5058339.304,4374484.94,13727501.18,12141044.8,1974365.649,394081.4961,118178.6499,128553.1217,187650.8947,2860.673662,7914.048905,119117.6393,13360.64995,17249.04428,367252.1484,71752.11039,4555477.645,20082909.4,2026142.107,1298900.584,170984.2353,9237879.696,2806254.084,134211.4272,815294.2261,1189511.534,27107.18446,46722.29947,237927.759,43113.55625,15767.91166,2168523.842,33034.43882,105657.5561,308145.2144,6857280.824,53143.72635,327285.5592,183799.6429,421494.7032,3925218.862,21556.78057,43915.05982,748695.7322,556654.1414,148806.2927,5233.76187,239282.6445,9867.719392,15222.49134,60859.15127,28281.44895,5295.483334,4478.489304,29763.20139,40867.57001,29332.64676,7301.322645,65214.13436,18680.32934,20707.54981,20002.99989,4958.632628,19407.59704,67313.18307,240329.4801,127844.4224,15739.75196,12581.99571,6491.944399,26257.1879,215920.3482,456931.3748,534545.301,784311.6316,595825.583,13004.1472,11449.31335,166793.306,201306.077,243899.0696,601580.6807,2429296.541,758094.0117,308844.6274,42579.95754,3807.151301,4428.999196,14270.38326,14080.91462,21445.417,5723.510969,2117.032563,1947.423287,1420.817105,1692.015543,1057.510968,894.7628782,3073.517085,5485.542791,2500.254826,466.6409886,58217.42271,184164.1741,151532.5728,1385294.082,57332.47541,184570.4575,11494051.08,677558.118,16652.60392,22045.67093,120878.8036,22872.94542,73277.13396,6012950.744,126557.3217,42554.55413,18891.74664
PI17548,6032.189672,323293.7507,1074891.292,158959.1668,83634.63369,63330.60281,6553.65452,938374.9875,1480852.851,1555431.002,73098.05703,710058.5346,16143.74016,10384.43735,90776.77242,209883.5194,29115469.17,270865.3959,2911619.52,648717.8088,14066.13766,2465458.732,2543267.696,2023799.491,25776.67507,106320.2924,67784.85045,150227.2774,2182387.495,965332.3853,1964121.407,550040.832,1157092.631,21689591.98,221813.7015,2786570.395,522230.8078,43231679.87,685729.3988,316750.7673,320123.4285,33310.29993,4502.514773,222111.3499,157750.9418,32045.7597,339360.8128,329278.5417,953357.2397,2397638.182,843790.8863,671164.6401,46920.13297,346045.573,1171782.31,199222.7796,3870150.27,211.9561927,97949.65292,11994330.84,3328373.984,7680791.433,163220156,193803.2846,81743.23089,204904.2592,136177.1053,52583.65013,847375.8257,52850.22405,232327.5254,79560.24928,24379868.22,12397499.58,64435515.17,21488362.39,62602.41091,3648497.91,3475670.723,10336053.71,13281776.51,2767383.916,287906.5002,87528.7237,131431.9062,127462.5451,3283.104947,4372.381867,94492.66102,16022.87731,20186.7801,333602.5433,68301.1733,3400921.196,17587587.8,2354860.364,1118966.748,113130.1768,7360432.448,2927260.168,199473.8477,696005.8294,1144689.372,36896.33453,53239.99783,155412.352,29666.35197,31502.07042,3152537.845,49221.16095,125034.7279,222525.3759,9162644.099,58733.35387,378513.4271,176161.8334,396117.5729,4737577.019,14833.17595,25454.05714,518069.9108,375760.3547,108097.0804,3260.867072,173023.2927,6626.546128,7748.753008,42256.61286,19660.11345,3231.425156,3504.929215,24954.46663,36675.47547,25570.87802,19665.67975,62108.76563,15747.75717,16820.78427,16624.00314,4458.706601,29396.70257,52356.67613,210212.644,140521.8056,15221.51206,15270.40451,19171.80568,24481.66738,151495.5056,371284.7555,453392.8684,798407.9925,768876.9082,11891.75813,11065.76276,95386.44936,142893.9606,186734.014,448158.8268,2073324.812,797050.6658,409113.7924,18445.42596,3266.583208,2524.817609,9106.375747,11442.79515,11702.22779,8069.532184,2067.46528,1880.004043,1347.377743,1603.978582,904.0294525,768.7238735,2367.779834,5390.440697,3075.61953,424.0469928,70652.40032,246906.6163,214751.6456,1588928.516,55500.25999,505234.9927,13268628.11,856983.3547,13192.59828,18688.29315,108841.1639,18974.23695,51928.07853,4431376.492,114813.4307,38297.66513,16836.51774
PI35038,5276.781388,188241.2216,853988.0397,114407.3866,46534.32707,52484.47283,2840.658453,779507.8664,977444.2237,1465146.084,47285.3005,282228.7906,9237.730868,7681.76725,49965.22594,205522.866,20959582.22,210642.5765,2716346.592,486225.0058,4948.973235,1800005.757,1582255.501,1036386.311,19017.65042,107706.2542,71309.42114,180101.1991,1586847.336,543300.6703,1026210.842,381879.8202,933139.6327,11971567.03,213181.5166,1855997.3,395095.9,29374574.44,367914.2016,237858.0008,195646.7445,17923.62211,1785.97437,122152.0187,70649.48655,19823.24685,184581.8323,188462.1479,569332.0122,1307548.097,614707.518,434268.5987,23542.05867,388003.4096,920894.1201,126247.4165,2618403.388,89.17527255,52742.48783,6094405.195,2406749.658,4623492.053,120509963,71394.91665,31205.03301,122452.6121,57089.92036,23549.82866,373333.0181,24350.4709,87688.45066,23862.47756,11969633.94,15355542.11,29463043.28,9437188.956,41774.07388,4008637.507,4877985.604,7747146.269,6493835.699,1444428.249,264943.0352,80573.67611,117485.0334,107259.3999,2354.297341,5678.056771,66711.1284,9911.624125,10563.08021,249130.9449,55990.39301,2582656.293,12777099.67,1331579.713,1089805.955,123267.366,5246284.481,1695004.593,101320.3214,704829.8908,1216975.357,14377.96463,22192.03116,137456.4331,24798.53541,15219.68732,1461462.706,20510.12878,62820.15878,249510.7126,4406540.992,29136.6059,227463.894,116053.6568,263444.3013,2467229.088,12399.26734,44170.62284,645380.3764,473673.7963,120960.311,4782.582872,197125.2602,9024.656563,11923.17063,51686.42658,26081.58016,4911.04346,3662.629314,25645.36105,40890.68978,24484.09889,6652.590228,54348.13906,19313.22343,16606.94847,19203.6313,3330.662726,9467.135499,61662.12801,177316.3989,96098.5416,8136.705141,6563.765973,5135.941893,25310.62524,230532.4351,433903.2669,350682.1184,508243.5242,440216.3861,10981.17949,24882.94319,253487.3783,182309.4576,170195.501,377267.1044,1481224.73,546226.446,236734.5692,17184.94462,2954.954669,3529.012727,7806.638444,8638.78221,11753.53038,4931.926743,1750.243046,1961.999887,937.4934704,1457.369855,917.230945,836.7058952,1977.904144,3902.362214,2229.259455,432.1738939,40198.28171,121832.7785,112607.4581,948886.6812,77856.27692,186018.6654,8776776.466,473834.2373,14409.05495,19661.52572,171074.2738,17182.79553,53794.95703,4135983.282,142636.6886,49431.26748,22607.79573
PI655999,11106.56737,449666.3185,1253004.77,202745.4853,97713.04115,55838.99548,3089.84184,1004078.67,1566129.606,1878709.825,55423.66342,556624.7606,19927.44815,12844.87598,134030.3274,252748.1445,28558810.55,240240.3359,2592033.59,470099.8034,10861.6885,2583963.652,2410304.943,1748123.102,37613.98409,116305.5045,78497.38564,191047.2494,2955142.311,1166305.681,1768578.725,599257.2007,1506868.712,20447809.57,296133.2148,3221342.873,798668.1179,45119075.73,706958.8199,278754.4309,256910.4489,32287.06875,2868.208337,167909.71,103683.5073,26645.85998,429989.9429,459478.2392,993175.38,2484407.721,743327.7243,778577.2616,35209.46791,410253.7402,1072161.594,203006.7476,3430031.52,311.1324049,65890.08509,9323210.839,4487769.952,10597637.6,160311287.9,106960.121,86553.32805,79407.07604,107583.6121,34561.17218,509565.1983,56878.6121,270967.0665,76088.88039,23725401.71,16630531.01,64283162.21,19118407.53,109867.3375,5018018.72,6206482.514,16539758.18,16889164.21,3226249.978,311059.1292,100813.5716,181759.135,211079.0721,2136.406072,6432.119324,80281.07174,13322.9303,10613.81126,297930.6765,66584.58206,4650037.211,19317827.06,2086172.71,1237310.884,287405.0216,9631403.812,3153163.724,172701.8321,798988.958,1140148.016,34109.76872,54371.31676,287722.576,75077.82884,23460.61066,2851717.667,42867.49578,120446.6582,341352.8028,9585316.727,68090.60775,477402.0612,267990.8625,650703.2685,5685462.427,37538.91937,44346.52676,855915.3819,657356.5784,177014.6376,5516.343437,284274.2393,10832.41404,14484.26507,73924.94624,31759.40822,5474.624652,3906.036363,34978.2067,44904.62693,31909.18418,15814.94109,66275.28877,23948.37565,22634.12064,18496.42039,11163.05707,35303.49724,66547.042,328178.9,193058.5749,9001.273956,23412.83081,16135.19511,29239.20319,256765.1097,959476.6318,1357850.709,2089877.11,1211091.406,14203.83934,11367.25256,134069.5667,340749.974,356625.5119,2209215.58,7252756.187,2338539.713,920104.6798,21565.37876,4626.474392,5594.318049,28823.07016,33726.68434,57757.02513,22454.57186,3522.952846,3619.105951,2752.499646,3635.371609,1915.976965,911.8108141,5132.266796,8988.254809,5169.189071,952.9021618,62490.54623,238417.7242,217969.9132,1655292.396,54724.49991,304040.0559,14047877.65,892930.768,15936.16809,16621.43023,182887.9155,7800.529564,49859.49785,2716990.885,247960.6275,93980.76208,41672.96965
PI656014,7226.51883,319669.111,1102281.59,138923.6431,75582.59805,57180.72633,3304.381903,856463.5734,1119875.789,1426704.972,40567.20768,609815.3269,7543.465449,9319.174027,103005.692,201691.8591,25057430.63,212871.1479,2586596.838,448486.1131,8108.398327,1843664.974,1567389.997,1097423.133,21384.6828,104598.1696,50224.72225,168334.1492,1737088.537,673308.5854,1223417.447,411722.3474,1044374.434,15795202.3,207291.1666,2178769.089,489215.7441,37323398.38,487565.9888,243997.2897,204771.502,22628.44854,5570.738027,159726.6627,108347.2788,27706.63282,312149.3712,330579.0848,849481.4028,1936734.946,617308.2922,465212.0427,28352.37634,376360.487,923862.4065,135836.8638,3098740.321,164.1556559,29885.4854,6540128.329,2935920.736,6213201.113,141970211.6,86404.55583,54259.87469,87846.09227,103048.9819,36115.7596,431724.2433,25049.76054,149015.053,41969.83169,16827719.9,13655547.08,43037410.29,10785118.93,49970.70389,2751323.944,4742531.846,8617802.788,9458279.946,1933998.567,240739.0493,56636.41908,97684.52584,148009.215,1029.682083,4253.343199,53927.45757,13853.31722,9537.308139,249379.7516,60186.98709,3058181.653,13506574.96,1527477.678,1054360.862,143362.2025,6151667.557,2192144.201,115707.3452,617905.7458,946520.5469,15785.43822,40181.45859,146562.8014,35502.58301,17783.8033,2282899.512,33875.77945,80760.79939,288802.0429,6747010.732,46844.15357,309201.1331,175797.1638,392212.1201,3819699.222,17751.29141,42545.32844,748611.211,574704.0187,149992.7229,4817.009443,239008.4863,9820.336258,12562.0088,58404.83021,28926.93112,4553.595753,3440.794197,27825.04576,39563.44311,26438.919,6978.732982,51676.49555,19338.06267,18288.87342,17875.80516,4970.808635,15996.32988,53104.66783,197664.1461,109695.4842,10988.23128,9920.448284,8552.777293,18666.59351,146511.4169,511642.0925,564104.9703,864848.8762,636308.8838,10187.04938,10772.69606,122668.0526,171320.3243,265737.0749,863570.208,3861798.221,1233470.694,439011.536,14485.11643,2584.882623,3242.163676,11206.18877,14406.73816,22554.76672,11821.56785,2003.65715,1769.892595,1324.848995,1542.249333,845.7997598,782.9270149,2468.469937,4650.145537,2433.65102,406.9848684,61445.56046,188101.0613,146329.2772,1415802.376,50596.53875,200778.4221,11502681.79,668941.3862,11935.11349,16626.68376,155046.5393,5460.385308,35744.79639,2329690.469,134711.7514,40154.33457,17943.55328
PI642992,9428.035411,411163.6177,1127674.908,232790.5518,62206.1121,54210.06618,2796.49926,1126302.114,1463032.135,1758057.083,56920.95097,346436.6837,9431.121701,9549.526395,118592.9014,287087.333,24330033.43,262431.2821,3016789.61,596186.4222,10741.00714,2760212.085,2428845.036,1187968.85,19609.10931,169451.7477,88038.75013,364653.5958,2605770.752,671041.5539,1125255.062,901981.4202,2014796.853,16123015.34,376479.0374,2151879.468,789249.1815,35172893.82,451449.1564,301174.3834,295472.3176,34806.29135,3583.808027,154610.2188,77171.30036,24059.30543,436622.9518,418035.5487,691649.7265,1825010.642,853530.9323,806911.592,36727.50781,451307.6827,1133295.178,194436.2654,3077754.213,163.2463212,119306.1026,9112066.9,4612143.04,7440795.327,138623116.3,142854.083,59090.62287,75931.37985,138915.6882,25723.76667,574843.429,44114.1614,202025.801,43426.58934,18959679.8,20499889.8,47785374.08,11907511.19,76192.35874,5415791.97,4719869.048,14899284.69,9086674.282,1398814.018,305461.3121,125943.0057,149307.1948,248504.9662,3392.704935,7736.201317,79451.05692,12029.65168,19674.30569,333080.8287,67291.25917,4026511.722,16967199.74,1402524.466,1194576.638,201830.9122,7740519.714,2067833.433,87940.37151,862195.7996,1519425.477,19579.51318,42087.64017,165668.8609,28147.35046,16968.46385,2156952.231,19556.03547,128822.2988,375872.3146,5865146.376,48649.44298,254572.2373,197726.5128,400210.3502,3088751.015,14073.67769,25980.60391,503605.5745,364824.97,102840.5269,3293.264003,164634.6627,7046.917103,7903.707435,44031.62292,20684.06198,3213.724109,2506.80862,23244.33503,28351.12819,22259.06644,9304.237904,47474.89812,15401.21673,16586.62191,11567.78683,6333.495962,18499.07563,71589.31479,252299.0462,118624.1454,18180.07692,13010.98992,6274.932213,29301.07685,248340.3354,647655.8667,655148.5856,793563.3486,477917.831,11137.2572,18400.55714,128423.0336,219718.2735,273368.3472,705835.0734,2233893.312,632760.0747,244117.7281,14382.101,3111.416105,4374.47954,14797.46431,18760.62095,23186.24845,5549.556508,2295.517719,1645.840452,1737.971881,1694.011655,1295.733584,1004.742505,3467.544466,5246.34136,2484.607712,482.3054431,56481.07111,173521.6677,149374.8294,1152749.244,83871.36596,139091.2459,10991703.82,503047.0522,17273.58173,19495.61341,120603.2035,18803.09943,60052.47841,4673340.679,171475.025,82715.64338,39083.63626
PI659753,4976.688371,209149.5007,958988.3773,125152.5384,51134.11501,45498.28239,2766.234276,570565.5324,955668.7274,1157528.667,77384.62722,277985.2435,7888.977245,7815.090053,81215.58615,367039.6608,17625043.49,178753.5256,2455751.63,476412.1328,4405.455856,1911078.601,1672077.615,1010334.696,23259.39883,161770.626,65390.29755,240427.0603,1768460.598,542116.4918,914286.9667,531060.2959,1340578.996,10875233.97,238326.7695,1526666.216,485399.3921,24888901.12,329856.5348,195409.829,193787.1293,19167.7566,2183.723993,116418.1239,59314.83793,26257.76629,223595.9143,212292.1653,567294.5248,1000930.397,502926.8452,497428.6631,33147.996,512320.0519,773306.3434,154053.876,2228137.498,217.0973806,74851.54756,5528129.014,2384123.742,5444200.394,101038461.3,105341.1752,36157.5385,73488.09193,75533.14781,19771.61226,294655.9832,25131.73682,79034.56208,23019.63504,12542533.75,11026887.06,32919142.7,7250101.812,34297.61032,2378086.721,2947976.85,6699283.703,5445542.425,1044961.397,189202.1812,61279.07761,76795.3668,114435.903,1537.118607,4829.638673,49826.27527,13128.88205,12751.8165,224954.5443,64049.06851,2095959.369,9796672.453,980402.2242,767367.3758,106014.0845,4144092.722,1323931.139,66807.29656,384817.4322,849770.4475,12278.48132,19756.06264,115851.1403,21344.45897,13536.26205,1516760.007,25046.08181,79641.01381,273387.4147,4372603.346,35638.26176,198142.1458,131193.7208,272392.4136,2320621.419,10672.22946,117128.5063,2783554.715,2321699.692,464718.1892,16120.76658,820809.3753,32584.62423,36686.98347,196019.3173,99824.95091,14314.89747,7199.073416,71407.67419,111251.8514,54269.70644,10349.54054,77249.52493,43888.05338,40727.95472,31743.42628,5767.982675,12022.29415,80572.64567,206663.5957,91582.675,13602.07383,7601.925661,5795.244018,33209.61239,198286.2852,491302.2307,418201.1742,539239.5307,370235.4883,14785.51286,22096.68593,141069.3808,175590.6625,223253.6057,469280.305,1431781.839,484299.4945,209404.0696,14219.23909,3976.972739,3370.106065,8985.82277,9456.191306,12131.66846,4680.960392,2521.949455,1665.867562,1540.6463,1630.876748,1073.541363,792.5841478,2561.893913,4063.588253,2183.602878,388.2359638,40301.54395,123849.1422,110547.1004,945490.8019,46741.15033,125822.5733,8408868.654,456380.1983,13567.57283,22886.14188,132120.0015,9885.789656,53565.23893,4232252.356,122117.9406,48694.91579,22303.48279
PI655995,8435.790196,607281.422,1159062.844,147987.3893,78328.16518,42313.92284,6626.966261,961861.0266,1537760.289,1652056.458,105515.6077,373633.2561,16373.04137,8584.944749,72642.46038,204365.7475,25914220.96,237737.5526,2653914.56,389582.0335,9276.402461,2294661.724,2110301.318,1233368.54,35159.82433,156594.4818,72728.89829,173273.974,2106918.235,752789.3732,1333448.73,525952.885,1328319.766,16878891.67,313779.0872,2796721.6,679902.7341,38627472.47,585096.5771,258074.99,249484.6013,27680.60263,3495.448089,165040.1078,84208.78672,32364.68878,612215.3082,611992.1025,641961.5959,1961763.244,789482.1565,511925.1404,55771.68366,423756.98,1024535.672,181183.4521,3361845.443,864.4347479,79236.38079,8735543.45,3695873.916,8026549.93,144583549,149788.5363,65271.94438,87706.2896,107794.6882,28069.59522,349591.3106,31386.30653,158747.3733,35658.68155,17608703.68,11608201.35,46146956.72,8033777.891,71298.60628,4150549.411,4846574.139,9038594.501,11113615.05,2187724.497,328814.6221,82642.16782,172576.8279,191183.5624,3430.328614,5147.111424,115478.7181,16182.34446,14623.24151,310512.0814,58269.01516,2980232.119,15713115.44,1546562.335,1200904.091,111617.0215,6266540.511,2191366.478,114404.2944,694393.0013,1348473.829,21666.3779,59800.08585,128683.9422,27650.25405,25095.10084,2281851.943,41398.52133,108320.2096,329106.2386,7072788.825,48330.11241,373638.2777,184725.6228,436363.667,3789192.036,13825.12994,80364.68706,1889319.671,1420650.829,390515.3249,10207.89283,625646.7077,21425.35705,23677.88029,146333.0764,66586.2949,9162.679283,6088.808916,61020.27693,81557.02305,36740.62763,7936.974711,80961.58562,38016.18959,31520.86995,31847.40359,5217.96569,12829.69645,81622.03191,230529.2614,129170.501,13501.84429,10793.43678,5908.092586,51812.24421,264801.1133,555705.1518,493682.8759,689517.7053,516925.237,20183.5677,34390.45978,173548.9869,231635.8799,274069.7711,501552.3166,1706868.228,545991.535,251295.0435,15497.05861,5292.436632,3553.772671,13911.4091,14994.80036,16095.17586,7282.638498,3654.029348,3255.48538,2964.976536,3545.781107,1600.631682,1155.072203,4348.725409,9054.792177,5494.160492,700.3740612,58242.2889,168719.6271,156386.1315,1069935.935,65872.35663,200963.7117,11507593.35,709855.5313,16345.09985,19171.99569,190317.1146,6463.724452,46473.46167,2286584.916,159218.7151,74646.72096,33463.58298
PI576434,7221.375091,465694.1465,1268702.909,233064.9022,90384.92636,64227.09739,4215.576721,1074040.573,1507220.482,2019046.454,106374.7717,436970.6681,16922.89374,13108.63889,153269.7914,539090.8356,27484213.09,242322.4925,2794127.673,990222.1772,4812.956407,2609274.686,2317173.906,1433073.293,52841.92396,233961.1092,83405.32335,231954.1942,2552235.877,945588.8248,1643102.499,668422.6295,1655835.646,17806738.23,343382.3963,2672767.27,716083.9105,41617310.07,647202.5991,313811.5936,307870.5111,33160.10409,2783.013994,227908.266,113202.0662,33172.54612,453919.0058,480480.9395,814920.0346,2109442.827,801552.3307,645366.9145,86377.14156,749383.6855,1075705.566,216853.0978,3522853.95,958.4127855,68773.66693,8985837.42,3984050.056,8495348.17,153084912.3,159863.4198,72718.14985,169050.9049,163905.5222,37734.0233,471701.5281,38836.14138,105820.2826,26065.92135,19992702.48,15267128.13,52968266.92,11531119.01,70387.62912,4230970.095,4428023.795,9779930.851,11601944.07,2163960.166,246166.8477,90439.33865,132975.6434,195338.0849,2157.378543,6221.766709,66338.21079,16586.27305,18325.00301,333087.868,63117.41382,3333789.501,15747653.73,1624394.455,1222528.611,145669.0984,6642980.519,2265983.729,122846.5405,729963.4855,1144229.287,27466.87836,47288.28465,150152.7637,34300.79933,26530.4078,2864504.161,46438.91557,105276.9246,327607.7221,7715839.042,60401.71921,380180.5334,229135.7629,514072.8632,4575368.338,17150.39714,131712.2579,2614233.883,1990295.948,541515.8562,15777.71811,847999.441,32776.24218,36371.93403,201626.7253,96093.98213,14372.40086,12113.16885,83768.04505,130322.0351,77974.58155,14165.4726,105104.559,53778.33208,45370.80116,45054.78103,6018.385719,27659.6091,113168.8092,289296.9297,132479.7597,20502.31548,12950.39748,9904.318949,51039.84021,327572.7503,822179.2707,715585.4036,1021127.34,727900.1556,22337.96257,34825.88267,231119.1835,334321.0068,431932.9476,1109912.761,4225280.629,1381928.499,554703.5485,17843.42967,4012.976085,6304.075619,19390.03446,21367.03172,30859.65982,13223.27853,3334.264721,1938.367694,2147.733416,1911.794717,1077.900864,1506.067823,3374.739997,5764.405604,2401.216343,482.1363437,63290.54924,211743.9855,191253.3055,1358200.175,51562.02611,245309.7751,12332031.12,764180.0057,13245.96981,19851.79472,142502.4723,8791.645895,41315.94774,2994054.372,112364.486,43434.51489,19604.44696
