Chromosome	gene	max_pvalue	phenotype	phenotype_number	log10
3	SORBI_3003G151500	1.52E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.818603508
3	SORBI_3003G151800	9.43E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.025300998
3	SORBI_3003G151900	9.43E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.025300998
3	SORBI_3003G153500	9.68E-08	"Sum_DGDG_Sum_PE,Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	3	7.014262356
3	SORBI_3003G153700	5.97E-08	"Sum_Cer_Sum_GalCer,Sum_Cer_Sum_PE,Sum_FA_Sum_GalCer"	3	7.224054477
3	SORBI_3003G155400	7.19E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG,Sum_FA_Sum_GalCer"	3	7.143161855
3	SORBI_3003G159600	5.46E-09	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	8.262820243
3	SORBI_3003G159700	5.46E-09	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	8.262820243
3	SORBI_3003G162600	5.39E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.268482549
3	SORBI_3003G162633	5.39E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.268482549
3	SORBI_3003G162666	5.39E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.268482549
3	SORBI_3003G163100	5.76E-08	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	7.239289892
3	SORBI_3003G163301	8.86E-08	"Sum_Cer_Sum_GalCer,Sum_PC_Sum_PE,TG_56_1_"	3	7.052516724
3	SORBI_3003G165101	5.07E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer,Sum_FA_Sum_PA"	3	7.295182932
3	SORBI_3003G165401	1.84E-12	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	11.7341277
3	SORBI_3003G165700	3.96E-08	"Sum_AEG_Sum_GalCer,Sum_DG_Sum_TG,Sum_DGDG_Sum_GalCer"	3	7.401893635
3	SORBI_3003G166001	1.17E-08	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	7.931290331
3	SORBI_3003G167000	1.60E-08	"DGTS_34_5_,Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	7.795485531
3	SORBI_3003G170032	1.84E-08	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	7.734189156
3	SORBI_3003G170600	6.62E-09	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	8.178948655
3	SORBI_3003G171300	9.90E-08	"Sum_AEG_Sum_LPE,Sum_DGDG_Sum_LPE,Sum_LPC_Sum_LPE"	3	7.004545711
3	SORBI_3003G172900	9.26E-08	"Sum_AEG_Sum_PE,Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	3	7.033341365
3	SORBI_3003G172966	9.26E-08	"Sum_AEG_Sum_PE,Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	3	7.033341365
3	SORBI_3003G173032	9.26E-08	"Sum_AEG_Sum_PE,Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	3	7.033341365
3	SORBI_3003G173116	9.26E-08	"Sum_AEG_Sum_PE,Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	3	7.033341365
3	SORBI_3003G173200	1.11E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.955322291
3	SORBI_3003G173266	1.11E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.955322291
3	SORBI_3003G177500	4.62E-08	"Sum_FA_Sum_GalCer,Sum_LPC_Sum_MG,Sum_LPE_Sum_MG"	3	7.335547294
3	SORBI_3003G178301	1.07E-08	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	7.971884833
3	SORBI_3003G180700	7.38E-08	"Sum_DG_Sum_TG,Sum_FA_Sum_GalCer,Sum_MGDG_Sum_TG"	3	7.132205942
3	SORBI_3003G183800	3.74E-08	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_DGDG,Sum_DGDG_Sum_GalCer"	3	7.426589116
3	SORBI_3003G185250	8.03E-09	"Sum_AEG_Sum_PC,Sum_FA_Sum_GalCer,TG_58_6_"	3	8.095191116
3	SORBI_3003G193500	1.69E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.771206849
3	SORBI_3003G193600	1.69E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.771206849
3	SORBI_3003G194500	9.21E-08	"Sum_Cer_Sum_PE,Sum_DGDG_Sum_PE,Sum_MGDG_Sum_TG"	3	7.035743623
3	SORBI_3003G195600	1.84E-10	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	9.736197346
3	SORBI_3003G201700	6.98E-08	"Sum_FA_Sum_GalCer,TG_56_5_,TG_58_6_"	3	7.156374852
3	SORBI_3003G202100	7.36E-11	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	10.13312879
3	SORBI_3003G202300	4.89E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.310263363
3	SORBI_3003G202400	4.89E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.310263363
3	SORBI_3003G203800	6.19E-08	"DGTS_34_5_,Sum_SQDG_Sum_TG,TG_56_8_"	3	7.208613183
3	SORBI_3003G203833	6.19E-08	"DGTS_34_5_,Sum_SQDG_Sum_TG,TG_56_8_"	3	7.208613183
3	SORBI_3003G206200	7.20E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC"	3	7.142910414
3	SORBI_3003G206250	7.20E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC"	3	7.142910414
3	SORBI_3003G209200	2.80E-08	"Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	7.55271325
3	SORBI_3003G213600	8.13E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_MGDG_Sum_PC"	3	7.089796382
3	SORBI_3003G213700	8.13E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_MGDG_Sum_PC"	3	7.089796382
3	SORBI_3003G214500	2.45E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer,Sum_PA_Sum_PC"	3	7.611035688
3	SORBI_3003G220500	8.34E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.078881339
3	SORBI_3003G220600	8.34E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.078881339
3	SORBI_3003G223600	8.99E-08	"SQDG_32_0_,Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	3	7.046234511
3	SORBI_3003G226500	2.93E-08	"Sum_AEG_Sum_DGDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DGDG"	3	7.53317255
3	SORBI_3003G226600	2.93E-08	"Sum_AEG_Sum_DGDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DGDG"	3	7.53317255
3	SORBI_3003G229700	8.87E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG,TG_50_5_"	3	7.051872011
3	SORBI_3003G229800	8.87E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG,TG_50_5_"	3	7.051872011
3	SORBI_3003G229900	8.87E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG,TG_50_5_"	3	7.051872011
3	SORBI_3003G236900	7.01E-08	"FA_22_1_,Sum_Cer,Sum_SQDG_Sum_TG"	3	7.154070276
3	SORBI_3003G237300	9.34E-08	"AEG_o_30_2_,DG_16_0_,Sum_DG_Sum_TG"	3	7.02955242
3	SORBI_3003G237800	6.48E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.188619599
3	SORBI_3003G237900	5.44E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	8.264071593
3	SORBI_3003G250000	4.08E-08	"TG_52_6_,TG_54_8_,TG_54_9_"	3	7.389451512
3	SORBI_3003G250100	4.08E-08	"TG_52_6_,TG_54_8_,TG_54_9_"	3	7.389451512
3	SORBI_3003G250160	4.08E-08	"TG_52_6_,TG_54_8_,TG_54_9_"	3	7.389451512
3	SORBI_3003G260700	9.99E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer,Sum_FA_Sum_GalCer"	3	7.000318107
3	SORBI_3003G260800	9.99E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer,Sum_FA_Sum_GalCer"	3	7.000318107
3	SORBI_3003G260900	9.99E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer,Sum_FA_Sum_GalCer"	3	7.000318107
3	SORBI_3003G262400	4.62E-08	"Sum_AEG_Sum_Cer,Sum_DGDG_Sum_GalCer,Sum_SQDG_Sum_TG"	3	7.3356231
3	SORBI_3003G318300	9.38E-08	"PC_38_6_,Sum_DG_Sum_PA,TG_48_4_"	3	7.027982401
3	SORBI_3003G318600	8.73E-09	"Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_PA_Sum_PS"	3	8.058823013
3	SORBI_3003G318650	8.73E-09	"Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_PA_Sum_PS"	3	8.058823013
3	SORBI_3003G318700	8.73E-09	"Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_PA_Sum_PS"	3	8.058823013
3	SORBI_3003G318800	8.73E-09	"Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_PA_Sum_PS"	3	8.058823013
3	SORBI_3003G332800	2.08E-08	"Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_MGDG_Sum_PA"	3	7.682524404
3	SORBI_3003G332900	2.08E-08	"Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_MGDG_Sum_PA"	3	7.682524404
3	SORBI_3003G333000	2.08E-08	"Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_MGDG_Sum_PA"	3	7.682524404
3	SORBI_3003G333100	2.08E-08	"Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_MGDG_Sum_PA"	3	7.682524404
3	SORBI_3003G333150	2.08E-08	"Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_MGDG_Sum_PA"	3	7.682524404
3	SORBI_3003G333200	2.08E-08	"Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_MGDG_Sum_PA"	3	7.682524404
3	SORBI_3003G333300	2.08E-08	"Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_MGDG_Sum_PA"	3	7.682524404
3	SORBI_3003G333400	2.08E-08	"Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_MGDG_Sum_PA"	3	7.682524404
3	SORBI_3003G347000	5.01E-08	"Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG"	3	7.299736943
3	SORBI_3003G347100	5.01E-08	"Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG"	3	7.299736943
3	SORBI_3003G347200	5.01E-08	"Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG"	3	7.299736943
3	SORBI_3003G356800	8.59E-09	"FA_22_0__amide,FA_22_1_,PC_38_2_"	3	8.065926254
3	SORBI_3003G356850	8.59E-09	"FA_22_0__amide,FA_22_1_,PC_38_2_"	3	8.065926254
3	SORBI_3003G357000	4.22E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer,Sum_PA_Sum_TG"	3	7.374340252
3	SORBI_3003G357100	4.22E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer,Sum_PA_Sum_TG"	3	7.374340252
3	SORBI_3003G364300	8.33E-08	"FA_22_1_,TG_50_4_,TG_50_5_"	3	7.079430863
3	SORBI_3003G364400	8.33E-08	"FA_22_1_,TG_50_4_,TG_50_5_"	3	7.079430863
3	SORBI_3003G364500	8.33E-08	"FA_22_1_,TG_50_4_,TG_50_5_"	3	7.079430863
3	SORBI_3003G364550	8.33E-08	"FA_22_1_,TG_50_4_,TG_50_5_"	3	7.079430863
3	SORBI_3003G364600	8.33E-08	"FA_22_1_,TG_50_4_,TG_50_5_"	3	7.079430863
3	SORBI_3003G364700	8.33E-08	"FA_22_1_,TG_50_4_,TG_50_5_"	3	7.079430863
3	SORBI_3003G364900	8.38E-08	"FA_22_0__amide,FA_22_1_,PC_38_2_"	3	7.076615247
3	SORBI_3003G364950	8.38E-08	"FA_22_0__amide,FA_22_1_,PC_38_2_"	3	7.076615247
3	SORBI_3003G365000	8.38E-08	"FA_22_0__amide,FA_22_1_,PC_38_2_"	3	7.076615247
3	SORBI_3003G365200	8.56E-08	"FA_22_0__amide,PC_38_2_,TG_50_5_"	3	7.067686538
3	SORBI_3003G365300	8.56E-08	"FA_22_0__amide,PC_38_2_,TG_50_5_"	3	7.067686538
3	SORBI_3003G371600	8.21E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.085535776
3	SORBI_3003G371750	8.21E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.085535776
3	SORBI_3003G371900	8.21E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.085535776
3	SORBI_3003G372000	8.21E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.085535776
3	SORBI_3003G372100	8.21E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.085535776
3	SORBI_3003G376000	2.86E-08	"DGTS_34_5_,Sum_AEG_Sum_PA,Sum_LPE_Sum_MGDG"	3	7.542958906
3	SORBI_3003G377500	7.60E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.119164922
3	SORBI_3003G377600	7.60E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.119164922
3	SORBI_3003G378201	7.42E-08	"FA_22_1_,Sum_FA_Sum_GalCer,Sum_LPE_Sum_MGDG"	3	7.129748827
3	SORBI_3003G378301	7.42E-08	"FA_22_1_,Sum_FA_Sum_GalCer,Sum_LPE_Sum_MGDG"	3	7.129748827
3	SORBI_3003G378400	7.42E-08	"FA_22_1_,Sum_FA_Sum_GalCer,Sum_LPE_Sum_MGDG"	3	7.129748827
3	SORBI_3003G385000	6.11E-08	"FA_22_1_,Sum_AEG_Sum_PA,Sum_LPC_Sum_PE"	3	7.214015159
3	SORBI_3003G385100	6.11E-08	"FA_22_1_,Sum_AEG_Sum_PA,Sum_LPC_Sum_PE"	3	7.214015159
3	SORBI_3003G386200	9.01E-08	"FA_22_1_,TG_58_6_,TG_60_6_"	3	7.045453735
3	SORBI_3003G386300	9.01E-08	"FA_22_1_,TG_58_6_,TG_60_6_"	3	7.045453735
3	SORBI_3003G386350	9.01E-08	"FA_22_1_,TG_58_6_,TG_60_6_"	3	7.045453735
3	SORBI_3003G386400	9.01E-08	"FA_22_1_,TG_58_6_,TG_60_6_"	3	7.045453735
3	SORBI_3003G386500	9.01E-08	"FA_22_1_,TG_58_6_,TG_60_6_"	3	7.045453735
3	SORBI_3003G390000	4.25E-08	"Sum_AEG_Sum_DG,Sum_Cer_Sum_DG,TG_56_1_"	3	7.371349346
3	SORBI_3003G392550	6.91E-08	"AEG_o_30_2_,FA_22_0__amide,Sum_AEG_Sum_Cer"	3	7.16075456
3	SORBI_3003G392600	8.57E-08	"AEG_o_30_2_,Sum_PA_Sum_TG,Sum_SQDG_Sum_TG"	3	7.066806897
3	SORBI_3003G395200	3.84E-08	"PC_35_3_,Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	7.415890617
3	SORBI_3003G395300	3.84E-08	"PC_35_3_,Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	3	7.415890617
3	SORBI_3003G400600	5.07E-08	"Sum_DG_Sum_TG,Sum_FA_Sum_GalCer,Sum_MGDG_Sum_TG"	3	7.295166222
3	SORBI_3003G402400	4.73E-08	"Sum_AEG_Sum_Cer,Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.325334933
3	SORBI_3003G402500	4.73E-08	"Sum_AEG_Sum_Cer,Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.325334933
3	SORBI_3003G402550	4.73E-08	"Sum_AEG_Sum_Cer,Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.325334933
3	SORBI_3003G402600	4.73E-08	"Sum_AEG_Sum_Cer,Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.325334933
3	SORBI_3003G402900	4.26E-08	"Sum_AEG_Sum_Cer,Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.370648413
3	SORBI_3003G420500	6.97E-08	"Sum_AEG_Sum_LPE,Sum_DGDG_Sum_LPE,Sum_LPC_Sum_LPE"	3	7.156859636
3	SORBI_3003G420600	6.97E-08	"Sum_AEG_Sum_LPE,Sum_DGDG_Sum_LPE,Sum_LPC_Sum_LPE"	3	7.156859636
4	SORBI_3004G000500	5.84E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.2333601
4	SORBI_3004G000601	5.84E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.2333601
4	SORBI_3004G000700	5.84E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.2333601
4	SORBI_3004G000800	5.84E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.2333601
4	SORBI_3004G000900	5.84E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.2333601
4	SORBI_3004G001300	2.65E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.576968868
4	SORBI_3004G001400	2.65E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.576968868
4	SORBI_3004G001500	2.65E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.576968868
4	SORBI_3004G001600	2.65E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.576968868
4	SORBI_3004G009600	6.98E-09	"FA_22_1_,Sum_AEG_Sum_PA,Sum_DG_Sum_PA"	3	8.156411334
4	SORBI_3004G010200	9.89E-08	"PS_36_2_,Sum_DG_Sum_PA,Sum_PS"	3	7.004974518
4	SORBI_3004G010300	9.89E-08	"PS_36_2_,Sum_DG_Sum_PA,Sum_PS"	3	7.004974518
4	SORBI_3004G010700	5.58E-08	"PS_36_2_,Sum_DG_Sum_PA,Sum_PS"	3	7.253631362
4	SORBI_3004G010800	5.58E-08	"PS_36_2_,Sum_DG_Sum_PA,Sum_PS"	3	7.253631362
4	SORBI_3004G011566	5.55E-08	"PC_32_2_,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.255643716
4	SORBI_3004G011700	8.57E-08	"PC_32_2_,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	3	7.067023029
4	SORBI_3004G018300	1.85E-08	"FA_18_4_,Sum_AEG_Sum_Cer,Sum_SQDG_Sum_TG"	3	7.733813947
4	SORBI_3004G018400	1.85E-08	"FA_18_4_,Sum_AEG_Sum_Cer,Sum_SQDG_Sum_TG"	3	7.733813947
4	SORBI_3004G018800	4.34E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.362156975
4	SORBI_3004G027500	8.32E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.080131636
4	SORBI_3004G028966	8.27E-08	"Sum_Cer_Sum_PA,Sum_DGDG_Sum_PA,Sum_LPE_Sum_PA"	3	7.082384487
4	SORBI_3004G029032	8.27E-08	"Sum_Cer_Sum_PA,Sum_DGDG_Sum_PA,Sum_LPE_Sum_PA"	3	7.082384487
4	SORBI_3004G031300	3.28E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.483518966
4	SORBI_3004G031400	3.28E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.483518966
4	SORBI_3004G038000	7.72E-08	"Sum_Cer_Sum_PA,Sum_DGDG_Sum_PA,Sum_LPE_Sum_PA"	3	7.112427088
4	SORBI_3004G038100	7.72E-08	"Sum_Cer_Sum_PA,Sum_DGDG_Sum_PA,Sum_LPE_Sum_PA"	3	7.112427088
4	SORBI_3004G038400	3.68E-08	"Sum_AEG_Sum_PS,Sum_DGDG_Sum_PS,Sum_MGDG_Sum_PS"	3	7.434269858
4	SORBI_3004G038500	3.68E-08	"Sum_AEG_Sum_PS,Sum_DGDG_Sum_PS,Sum_MGDG_Sum_PS"	3	7.434269858
4	SORBI_3004G038600	3.68E-08	"Sum_AEG_Sum_PS,Sum_DGDG_Sum_PS,Sum_MGDG_Sum_PS"	3	7.434269858
4	SORBI_3004G038700	3.68E-08	"Sum_AEG_Sum_PS,Sum_DGDG_Sum_PS,Sum_MGDG_Sum_PS"	3	7.434269858
4	SORBI_3004G038800	3.68E-08	"Sum_AEG_Sum_PS,Sum_DGDG_Sum_PS,Sum_MGDG_Sum_PS"	3	7.434269858
4	SORBI_3004G044200	3.05E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.51609676
4	SORBI_3004G044800	8.32E-08	"FA_22_1_,LPC_16_0_,TG_50_5_"	3	7.079932634
4	SORBI_3004G053400	1.27E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.896647906
4	SORBI_3004G061600	3.39E-08	"FA_22_1_,Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	3	7.469415756
4	SORBI_3004G061701	8.83E-08	"FA_22_1_,Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	3	7.053970592
4	SORBI_3004G061800	8.83E-08	"FA_22_1_,Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	3	7.053970592
4	SORBI_3004G061900	3.39E-08	"FA_22_1_,Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	3	7.469415756
4	SORBI_3004G065400	3.49E-08	"Sum_AEG_Sum_Cer,Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.456813599
4	SORBI_3004G065500	3.49E-08	"Sum_AEG_Sum_Cer,Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.456813599
4	SORBI_3004G066700	7.52E-09	"FA_22_1_,Sum_LPC_Sum_MG,Sum_LPE_Sum_MG"	3	8.123696118
4	SORBI_3004G066800	7.52E-09	"FA_22_1_,Sum_LPC_Sum_MG,Sum_LPE_Sum_MG"	3	8.123696118
4	SORBI_3004G071050	9.74E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_PA"	3	7.011350894
4	SORBI_3004G071100	9.74E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_PA"	3	7.011350894
4	SORBI_3004G072950	9.94E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_GalCer,Sum_MGDG_Sum_PE"	3	7.00275061
4	SORBI_3004G078400	4.94E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_PA,Sum_PA_Sum_TG"	3	7.306174774
4	SORBI_3004G078500	4.94E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_PA,Sum_MGDG_Sum_TG"	3	7.306174774
4	SORBI_3004G078600	4.94E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_PA,Sum_MGDG_Sum_TG"	3	7.306174774
4	SORBI_3004G080350	8.28E-08	"Sum_PA_Sum_TG,Sum_SQDG_Sum_TG,TG_48_4_"	3	7.08212185
4	SORBI_3004G102900	3.88E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.410979487
4	SORBI_3004G102950	3.88E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.410979487
4	SORBI_3004G103901	8.48E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG,Sum_PC_Sum_PE"	3	7.071451813
4	SORBI_3004G104000	8.48E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG,Sum_PC_Sum_PE"	3	7.071451813
4	SORBI_3004G104100	8.48E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG,Sum_PC_Sum_PE"	3	7.071451813
4	SORBI_3004G107900	5.01E-08	"DG_16_0_,FA_22_1_,TG_24_0_"	3	7.300559736
4	SORBI_3004G108001	5.01E-08	"DG_16_0_,FA_22_1_,TG_24_0_"	3	7.300559736
4	SORBI_3004G108100	5.01E-08	"DG_16_0_,FA_22_1_,TG_24_0_"	3	7.300559736
4	SORBI_3004G114200	9.51E-08	"Sum_Cer_Sum_DGDG,Sum_Cer_Sum_PA,Sum_FA_Sum_PA"	3	7.021923251
4	SORBI_3004G115100	8.36E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.077981819
4	SORBI_3004G116300	6.99E-08	"Sum_Cer_Sum_PA,Sum_DGDG_Sum_PE,Sum_MGDG_Sum_PE"	3	7.155343862
4	SORBI_3004G119200	9.84E-10	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	9.007049304
4	SORBI_3004G119300	9.84E-10	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	9.007049304
4	SORBI_3004G121200	6.95E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.157710609
4	SORBI_3004G121300	6.95E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG"	3	7.157710609
