Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number			Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
3	SORBI_3003G343700	DGDG(18:2_18:3);SQDG(16:0_18:3);SQDG(18:3_18:3)	13;5;11	SNP_66530464;SNP_66530464;SNP_66530464	7.708626e-13;1.652281e-08;3.584985e-13	3			5	SORBI_3005G069000	DGTS(34:5)	30	SNP_7990756	3.70E-08	1
3	SORBI_3003G343900	DGDG(18:2_18:3);SQDG(16:0_18:3);SQDG(18:3_18:3)	12;4;10	SNP_66545928;SNP_66553186;SNP_66545928	7.708626e-13;1.652281e-08;3.584985e-13	3			5	SORBI_3005G090401	DGTS(34:5)	55	SNP_13087245	1.22E-09	1
3	SORBI_3003G344050	DGDG(18:2_18:3);SQDG(16:0_18:3);SQDG(18:3_18:3)	12;5;12	SNP_66545928;SNP_66553186;SNP_66545928	7.708626e-13;1.652281e-08;3.584985e-13	3			5	SORBI_3005G147700	DGTS(34:5)	8	SNP_61598387	1.77E-08	1
3	SORBI_3003G364200	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	32;41;55	SNP_68131044;SNP_68130958;SNP_68130958	4.742476e-09;8.328545e-08;1.638e-09	3			5	SORBI_3005G147800	DGTS(34:5)	48	SNP_61598387	1.77E-08	1
3	SORBI_3003G364300	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	88;96;110	SNP_68132676;SNP_68131690;SNP_68131690	2.585288e-10;8.328545e-08;1.638e-09	3			5	SORBI_3005G147900	DGTS(34:5)	128	SNP_61608393	1.77E-08	1
3	SORBI_3003G364400	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	86;94;107	SNP_68154156;SNP_68135927;SNP_68135927	2.585288e-10;8.328545e-08;1.638e-09	3			6	SORBI_3006G208500	DGTS(34:5)	18	SNP_55840321	7.80E-08	1
3	SORBI_3003G364500	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	106;110;126	SNP_68154156;SNP_68144972;SNP_68139875	2.585288e-10;8.328545e-08;1.638e-09	3			6	SORBI_3006G281400	DGTS(34:5)	339	SNP_61111617	7.12E-08	1
3	SORBI_3003G364550	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	154;169;186	SNP_68154156;SNP_68149066;SNP_68149066	2.585288e-10;8.328545e-08;1.638e-09	3			6	SORBI_3006G281500	DGTS(34:5)	116	SNP_61125932	7.12E-08	1
3	SORBI_3003G364600	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	157;172;190	SNP_68154156;SNP_68149066;SNP_68149066	2.585288e-10;8.328545e-08;1.638e-09	3			6	SORBI_3006G281600	DGTS(34:5)	90	SNP_61133248	7.12E-08	1
3	SORBI_3003G364700	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	163;180;194	SNP_68154858;SNP_68154858;SNP_68154858	2.585288e-10;8.328545e-08;1.638e-09	3			7	SORBI_3007G110700	DGTS(34:5)	53	SNP_40106787	9.33E-09	1
3	SORBI_3003G365100	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	34;53;88	SNP_68175235;SNP_68175235;SNP_68175182	1.80178e-08;1.826718e-10;8.556841e-08	3			7	SORBI_3007G141100	DGTS(34:5)	17	SNP_57052532	2.57E-08	1
3	SORBI_3003G365200	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	31;49;83	SNP_68180113;SNP_68180113;SNP_68180113	1.80178e-08;1.826718e-10;8.556841e-08	3			7	SORBI_3007G141200	DGTS(34:5)	21	SNP_57052532	2.57E-08	1
3	SORBI_3003G365300	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	34;52;86	SNP_68180113;SNP_68180113;SNP_68180113	1.80178e-08;1.826718e-10;8.556841e-08	3			7	SORBI_3007G141300	DGTS(34:5)	20	SNP_57064942	2.57E-08	1
4	SORBI_3004G044800	LPC(16:0_0:0);PC(18:2_20:4);TG(14:0_18:3_18:3)	241;42;65	SNP_3679895;SNP_3679895;SNP_3679446	8.590205e-08;2.061553e-11;5.780808e-09	3			8	SORBI_3008G166000	DGTS(34:5)	50	SNP_59953426	6.04E-09	1
4	SORBI_3004G044900	LPC(16:0_0:0);PC(18:2_20:4);TG(14:0_18:3_18:3)	240;23;57	SNP_3684236;SNP_3684236;SNP_3684236	8.590205e-08;2.061553e-11;5.780808e-09	3			8	SORBI_3008G166050	DGTS(34:5)	64	SNP_59953426	6.04E-09	1
4	SORBI_3004G045000	LPC(16:0_0:0);PC(18:2_20:4);TG(14:0_18:3_18:3)	239;22;56	SNP_3688071;SNP_3688071;SNP_3688071	8.590205e-08;2.061553e-11;5.780808e-09	3			8	SORBI_3008G187900	DGTS(34:5)	48	SNP_62216398	5.72E-08	1
4	SORBI_3004G105100	PC(18:2_20:4);SQDG(16:0_18:3);TG(12:0_18:2_18:3)	45;45;26	SNP_9901612;SNP_9902296;SNP_9901653	3.175368e-09;5.265504e-08;6.431874e-08	3			8	SORBI_3008G188000	DGTS(34:5)	38	SNP_62222337	5.72E-08	1
4	SORBI_3004G105200	PC(18:2_20:4);SQDG(16:0_18:3);TG(12:0_18:2_18:3)	38;44;23	SNP_9918777;SNP_9905949;SNP_9923056	3.175368e-09;5.265504e-08;6.431874e-08	3			8	SORBI_3008G188100	DGTS(34:5)	193	SNP_62233379	5.72E-08	1
4	SORBI_3004G105300	PC(18:2_20:4);SQDG(16:0_18:3);TG(12:0_18:2_18:3)	37;42;32	SNP_9924522;SNP_9920065;SNP_9923056	3.175368e-09;5.265504e-08;6.431874e-08	3			8	SORBI_3008G191600	DGTS(34:5)	64	SNP_62520374	6.09E-08	1
4	SORBI_3004G128100	TG(12:0_16:0_16:0);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1)	11;11;11	SNP_16062478;SNP_16062478;SNP_16062478	9.274058e-08;9.274016e-08;6.343879e-08	3			8	SORBI_3008G191700	DGTS(34:5)	63	SNP_62535310	6.09E-08	1
4	SORBI_3004G128200	TG(12:0_16:0_16:0);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1)	8;8;9	SNP_16077306;SNP_16077306;SNP_16077306	9.274058e-08;9.274016e-08;6.343879e-08	3			8	SORBI_3008G191800	DGTS(34:5)	82	SNP_62535310	6.09E-08	1
4	SORBI_3004G129900	DGTS(34:5);TG(10:0_10:0_10:0);TG(12:0_12:0_12:0)	41;5;6	SNP_16567906;SNP_16567959;SNP_16578596	2.194713e-11;5.623299e-08;8.407788e-08	3			8	SORBI_3008G191850	DGTS(34:5)	88	SNP_62537676	6.09E-08	1
4	SORBI_3004G130001	DGTS(34:5);TG(10:0_10:0_10:0);TG(12:0_12:0_12:0)	43;11;12	SNP_16567906;SNP_16567959;SNP_16578596	2.194713e-11;5.623299e-08;8.407788e-08	3			8	SORBI_3008G191900	DGTS(34:5)	72	SNP_62543203	6.09E-08	1
4	SORBI_3004G197600	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	37;50;18	SNP_54862775;SNP_54861830;SNP_54864221	5.41638e-08;1.932304e-09;9.882595e-08	3			8	SORBI_3008G192900	DGTS(34:5)	62	SNP_62614672	1.58E-10	1
4	SORBI_3004G197700	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	41;51;26	SNP_54864221;SNP_54864221;SNP_54864221	5.41638e-08;1.932304e-09;9.882595e-08	3			8	SORBI_3008G193200	DGTS(34:5)	36	SNP_62652251	1.58E-10	1
4	SORBI_3004G197800	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	21;29;23	SNP_54868060;SNP_54868060;SNP_54874486	5.41638e-08;1.932304e-09;9.882595e-08	3			8	SORBI_3008G193300	DGTS(34:5)	39	SNP_62653784	1.58E-10	1
4	SORBI_3004G197900	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	31;39;34	SNP_54874486;SNP_54874486;SNP_54874486	5.41638e-08;1.932304e-09;9.882595e-08	3			8	SORBI_3008G193400	DGTS(34:5)	20	SNP_62669824	8.28E-09	1
5	SORBI_3005G002800	TG(14:0_16:0_18:1);TG(18:0_18:2_18:3);TG(18:1_18:1_20:3)	69;107;58	SNP_205967;SNP_213705;SNP_213705	7.132187e-08;6.358674e-08;9.226984e-08	3			1	SORBI_3001G360500	LPC(16:0_0:0)	216	SNP_65013800	8.14E-08	1
5	SORBI_3005G097700	TG(12:0_16:0_16:0);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1)	3;3;4	SNP_15710783;SNP_15710783;SNP_15710783	6.300974e-08;6.300999e-08;2.429662e-08	3			1	SORBI_3001G360600	LPC(16:0_0:0)	343	SNP_65015637	8.14E-08	1
5	SORBI_3005G111100	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3);TG(16:0_18:2_18:3)	22;28;45	SNP_35825758;SNP_35826318;SNP_35825939	4.139663e-47;1.13563e-85;7.410665e-09	3			4	SORBI_3004G045100	LPC(16:0_0:0)	280	SNP_3692858	8.59E-08	1
5	SORBI_3005G135800	AEG(o-15:2_15:0);PC(18:1_20:4);PC(18:2_20:4)	79;8;10	SNP_58535470;SNP_58537680;SNP_58536747	2.346958e-11;6.239917e-09;6.498447e-14	3			2	SORBI_3002G013900	MGDG(16:0_18:1)	76	SNP_1230030	2.35E-08	1
6	SORBI_3006G038700	PA(16:0_18:2);PC(18:0_20:2);TG(12:0_14:0_16:0)	18;34;4	SNP_16262935;SNP_16261103;SNP_16268682	1.851389e-10;6.188539e-08;7.397782e-09	3			2	SORBI_3002G013966	MGDG(16:0_18:1)	66	SNP_1247082	2.35E-08	1
6	SORBI_3006G098900	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(18:1_18:2_18:2)	5;1;3	SNP_46890284;SNP_46890626;SNP_46890626	2.08002e-09;1.932393e-09;9.041292e-08	3			2	SORBI_3002G014032	MGDG(16:0_18:1)	77	SNP_1247082	2.35E-08	1
6	SORBI_3006G099001	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(18:1_18:2_18:2)	5;6;7	SNP_46890284;SNP_46890626;SNP_46890626	2.08002e-09;1.932393e-09;9.041292e-08	3			2	SORBI_3002G014100	MGDG(16:0_18:1)	79	SNP_1247082	2.35E-08	1
6	SORBI_3006G151600	LPC(16:0_0:0);LPE(16:0_0:0);PE(16:0_18:0)	9;5;5	SNP_51232527;SNP_51245116;SNP_51245116	2.576358e-08;8.907365e-08;8.907365e-08	3			2	SORBI_3002G014200	MGDG(16:0_18:1)	90	SNP_1250630	2.35E-08	1
6	SORBI_3006G151800	LPC(16:0_0:0);LPE(16:0_0:0);PE(16:0_18:0)	15;8;8	SNP_51245116;SNP_51245116;SNP_51245116	2.576358e-08;8.907365e-08;8.907365e-08	3			2	SORBI_3002G014250	MGDG(16:0_18:1)	95	SNP_1254038	2.35E-08	1
6	SORBI_3006G214400	DG(18:2_18:3);DGDG(16:0_18:2);MG(18:2)	90;109;81	SNP_56269658;SNP_56267905;SNP_56269658	4.105103e-10;6.660666e-08;2.402116e-08	3			3	SORBI_3003G417900	MGDG(16:0_18:1)	8	SNP_72373763	8.70E-08	1
6	SORBI_3006G214500	DG(18:2_18:3);DGDG(16:0_18:2);MG(18:2)	70;69;70	SNP_56274522;SNP_56274522;SNP_56274522	4.105103e-10;6.660666e-08;2.402116e-08	3			3	SORBI_3003G418000	MGDG(16:0_18:1)	9	SNP_72373763	8.70E-08	1
6	SORBI_3006G243300	TG(12:0_18:2_18:3);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	32;36;44	SNP_58339957;SNP_58339792;SNP_58339957	1.536288e-09;2.694366e-08;1.258093e-13	3			8	SORBI_3008G033200	MGDG(16:0_18:1)	75	SNP_3008917	1.52E-08	1
6	SORBI_3006G243400	TG(12:0_18:2_18:3);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	17;20;25	SNP_58352635;SNP_58352635;SNP_58352635	1.536288e-09;2.694366e-08;1.258093e-13	3			8	SORBI_3008G033250	MGDG(16:0_18:1)	78	SNP_3010383	1.52E-08	1
6	SORBI_3006G243500	TG(12:0_18:2_18:3);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	29;26;52	SNP_58353654;SNP_58353654;SNP_58353654	1.199467e-09;2.666236e-08;1.258093e-13	3			9	SORBI_3009G095100	MGDG(16:0_18:1)	27	SNP_26567940	7.55E-08	1
6	SORBI_3006G243600	TG(12:0_18:2_18:3);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	18;14;36	SNP_58364934;SNP_58364878;SNP_58364934	1.199467e-09;2.666236e-08;1.258093e-13	3			9	SORBI_3009G095200	MGDG(16:0_18:1)	6	SNP_26570673	7.55E-08	1
6	SORBI_3006G243700	TG(12:0_18:2_18:3);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	56;30;84	SNP_58370374;SNP_58370374;SNP_58370374	1.199467e-09;2.666236e-08;1.390747e-13	3			3	SORBI_3003G129500	PC(14:0_18:2)	115	SNP_12095556	6.90E-08	1
6	SORBI_3006G243800	TG(12:0_18:2_18:3);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	60;26;90	SNP_58380742;SNP_58380742;SNP_58380742	1.199467e-09;2.666236e-08;1.390747e-13	3			3	SORBI_3003G290800	PC(14:0_18:2)	3	SNP_62338719	1.99E-08	1
6	SORBI_3006G243900	TG(12:0_18:2_18:3);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	66;29;96	SNP_58383836;SNP_58386099;SNP_58383836	1.199467e-09;2.666236e-08;1.390747e-13	3			3	SORBI_3003G290900	PC(14:0_18:2)	2	SNP_62357813	1.99E-08	1
6	SORBI_3006G244000	TG(12:0_18:2_18:3);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	72;31;85	SNP_58386633;SNP_58386633;SNP_58386228	1.258178e-09;2.709368e-08;1.390747e-13	3			3	SORBI_3003G291000	PC(14:0_18:2)	2	SNP_62357813	1.99E-08	1
6	SORBI_3006G260600	PC(14:0_18:0);PC(16:0_16:0);TG(18:2_20:3_22:0)	167;167;22	SNP_59564333;SNP_59564333;SNP_59564458	7.51841e-08;2.982309e-08;9.91152e-09	3			7	SORBI_3007G159500	PC(14:0_18:2)	295	SNP_59390799	1.19E-08	1
7	SORBI_3007G042150	AEG(o-15:2_15:0);PC(18:1_20:4);PC(18:2_20:4)	29;16;39	SNP_4198795;SNP_4198795;SNP_4198795	8.00503e-09;1.808776e-08;7.231734e-10	3			7	SORBI_3007G159650	PC(14:0_18:2)	284	SNP_59387883	1.19E-08	1
7	SORBI_3007G042200	AEG(o-15:2_15:0);PC(18:1_20:4);PC(18:2_20:4)	32;17;42	SNP_4198795;SNP_4198795;SNP_4198795	8.00503e-09;1.808776e-08;7.231734e-10	3			7	SORBI_3007G159700	PC(14:0_18:2)	306	SNP_59393783	1.19E-08	1
7	SORBI_3007G042300	AEG(o-15:2_15:0);PC(18:1_20:4);PC(18:2_20:4)	32;17;44	SNP_4198795;SNP_4198795;SNP_4198795	8.00503e-09;1.808776e-08;7.231734e-10	3			7	SORBI_3007G159800	PC(14:0_18:2)	247	SNP_59398569	1.19E-08	1
7	SORBI_3007G048300	DG(18:1_18:3);DG(18:2_18:2);TG(18:1_18:2_22:0)	7;10;32	SNP_4819901;SNP_4811125;SNP_4805453	7.419786e-08;5.477774e-08;9.056868e-08	3			1	SORBI_3001G238100	PC(14:0_18:3)	65	SNP_24453005	1.51E-08	1
7	SORBI_3007G048500	DG(18:1_18:3);DG(18:2_18:2);PC(18:2_20:4)	15;17;11	SNP_4819901;SNP_4819901;SNP_4824176	7.419786e-08;5.477774e-08;4.414363e-09	3			1	SORBI_3001G257200	PC(14:0_18:3)	68	SNP_30312548	3.61E-09	1
7	SORBI_3007G048600	DG(18:1_18:3);DG(18:2_18:2);PC(18:2_20:4)	15;17;13	SNP_4819901;SNP_4819901;SNP_4824176	7.419786e-08;5.477774e-08;4.414363e-09	3			1	SORBI_3001G258801	PC(14:0_18:3)	54	SNP_30830842	6.43E-08	1
7	SORBI_3007G048700	DG(18:1_18:3);DG(18:2_18:2);PC(18:2_20:4)	11;12;15	SNP_4825033;SNP_4825033;SNP_4824176	7.419786e-08;5.477774e-08;4.414363e-09	3			1	SORBI_3001G259400	PC(14:0_18:3)	22	SNP_31197414	7.75E-08	1
7	SORBI_3007G112500	TG(12:0_18:2_18:3);TG(14:0_16:0_18:1);TG(16:0_16:0_20:1)	13;140;90	SNP_43533042;SNP_43533042;SNP_43533056	2.254657e-08;9.340186e-11;8.162425e-08	3			1	SORBI_3001G260400	PC(14:0_18:3)	80	SNP_31632585	4.37E-09	1
7	SORBI_3007G136100	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	226;135;131	SNP_56254591;SNP_56254645;SNP_56254594	2.901971e-08;2.790694e-09;1.985521e-08	3			1	SORBI_3001G476700	PC(14:0_18:3)	14	SNP_74928650	4.49E-08	1
7	SORBI_3007G136200	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	173;87;83	SNP_56263073;SNP_56263081;SNP_56263081	3.256573e-08;2.790694e-09;1.985521e-08	3			1	SORBI_3001G476800	PC(14:0_18:3)	7	SNP_74928650	4.49E-08	1
7	SORBI_3007G159900	PC(14:0_18:2);TG(18:1_18:2_22:0);TG(18:2_18:3_20:1)	120;5;8	SNP_59408786;SNP_59412148;SNP_59413242	1.192637e-08;6.265809e-08;1.058705e-08	3			2	SORBI_3002G017300	PC(14:0_18:3)	61	SNP_1573447	6.83E-08	1
7	SORBI_3007G181100	AEG(o-15:2_15:0);PC(18:1_20:4);PC(18:2_20:4)	34;37;43	SNP_61427606;SNP_61425729;SNP_61425713	8.310452e-08;1.953173e-08;1.48465e-10	3			2	SORBI_3002G017400	PC(14:0_18:3)	68	SNP_1573447	6.83E-08	1
7	SORBI_3007G181300	AEG(o-15:2_15:0);PC(18:1_20:4);PC(18:2_20:4)	57;60;64	SNP_61452437;SNP_61452437;SNP_61452437	9.379867e-09;3.654708e-09;3.373222e-11	3			2	SORBI_3002G017500	PC(14:0_18:3)	77	SNP_1573447	6.83E-08	1
7	SORBI_3007G181400	AEG(o-15:2_15:0);PC(18:1_20:4);PC(18:2_20:4)	39;47;50	SNP_61456930;SNP_61456930;SNP_61456930	9.379867e-09;3.654708e-09;3.373222e-11	3			2	SORBI_3002G027100	PC(14:0_18:3)	28	SNP_2466430	2.42E-08	1
7	SORBI_3007G190100	TG(18:0_18:0_18:2);TG(18:2_18:2_22:1);TG(18:3_18:3_20:3)	81;75;118	SNP_62289231;SNP_62289231;SNP_62279050	7.008009e-08;4.18543e-08;6.558879e-08	3			2	SORBI_3002G027166	PC(14:0_18:3)	31	SNP_2473943	2.42E-08	1
7	SORBI_3007G212400	PC(18:2_20:4);TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	5;4;4	SNP_64109040;SNP_64117633;SNP_64117633	1.162121e-08;2.355985e-09;7.267053e-16	3			2	SORBI_3002G027232	PC(14:0_18:3)	47	SNP_2482892	2.42E-08	1
7	SORBI_3007G212500	PC(18:2_20:4);TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	5;4;4	SNP_64109040;SNP_64117633;SNP_64117633	1.162121e-08;2.355985e-09;7.267053e-16	3			2	SORBI_3002G027300	PC(14:0_18:3)	38	SNP_2489520	2.42E-08	1
7	SORBI_3007G212600	PC(18:2_20:4);TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	2;4;4	SNP_64114632;SNP_64117633;SNP_64117633	1.162121e-08;2.355985e-09;7.267053e-16	3			2	SORBI_3002G027401	PC(14:0_18:3)	34	SNP_2501258	8.68E-08	1
8	SORBI_3008G079200	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	116;67;67	SNP_12584896;SNP_12585129;SNP_12585129	5.951691e-11;5.422253e-08;9.057617e-08	3			2	SORBI_3002G027500	PC(14:0_18:3)	52	SNP_2510834	5.88E-09	1
8	SORBI_3008G088806	TG(18:1_18:3_22:0);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	18;31;15	SNP_19689129;SNP_19684887;SNP_19696973	7.95776e-08;3.168526e-16;8.184313e-08	3			2	SORBI_3002G027600	PC(14:0_18:3)	32	SNP_2541482	3.20E-08	1
8	SORBI_3008G092800	Cer(24:1);TG(16:1_16:1_22:5);TG(18:1_18:2_18:2)	44;53;44	SNP_41479013;SNP_41479122;SNP_41479122	3.489457e-09;1.617351e-08;2.914024e-15	3			2	SORBI_3002G027901	PC(14:0_18:3)	39	SNP_2570617	3.43E-09	1
8	SORBI_3008G097300	PC(18:1_20:4);PC(18:2_20:4);TG(18:1_18:2_18:2)	26;8;2	SNP_46308311;SNP_46311916;SNP_46311464	7.793591e-09;5.968992e-08;7.768949e-08	3			2	SORBI_3002G028000	PC(14:0_18:3)	114	SNP_2579068	3.43E-09	1
8	SORBI_3008G110000	TG(18:0_18:2_20:1);TG(18:1_18:2_18:2);TG(18:1_18:2_18:3)	15;35;15	SNP_51136856;SNP_51136760;SNP_51136856	6.354486e-08;8.967552e-08;6.35449e-08	3			2	SORBI_3002G028100	PC(14:0_18:3)	112	SNP_2583460	3.43E-09	1
8	SORBI_3008G124000	PC(18:2_20:4);TG(16:1_20:1_20:2);TG(18:1_18:2_22:0)	46;91;100	SNP_54724539;SNP_54724375;SNP_54724375	8.786361e-08;1.607136e-08;1.957311e-08	3			2	SORBI_3002G028201	PC(14:0_18:3)	108	SNP_2586562	3.43E-09	1
8	SORBI_3008G124100	PC(18:2_20:4);TG(16:1_20:1_20:2);TG(18:1_18:2_22:0)	46;72;83	SNP_54736012;SNP_54735986;SNP_54735986	1.71254e-08;4.374164e-08;4.564132e-08	3			2	SORBI_3002G028300	PC(14:0_18:3)	107	SNP_2587746	3.43E-09	1
8	SORBI_3008G146801	PC(18:1_20:4);PC(18:2_20:4);TG(18:1_18:2_18:2)	51;59;60	SNP_57980286;SNP_57977494;SNP_57977494	2.461344e-08;1.986608e-12;4.060197e-08	3			2	SORBI_3002G028400	PC(14:0_18:3)	105	SNP_2593359	3.43E-09	1
8	SORBI_3008G148900	PC(18:2_20:4);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2)	93;120;110	SNP_58205173;SNP_58202642;SNP_58205515	1.570667e-08;3.286558e-09;6.189135e-09	3			2	SORBI_3002G028500	PC(14:0_18:3)	105	SNP_2593359	3.43E-09	1
8	SORBI_3008G149000	PC(18:2_20:4);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2)	173;187;182	SNP_58226620;SNP_58226787;SNP_58226787	1.570667e-08;3.286558e-09;6.189135e-09	3			2	SORBI_3002G028800	PC(14:0_18:3)	165	SNP_2636216	2.85E-08	1
8	SORBI_3008G149100	PC(18:2_20:4);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2)	205;214;212	SNP_58226620;SNP_58226787;SNP_58226787	1.570667e-08;3.286558e-09;6.189135e-09	3			2	SORBI_3002G160800	PC(14:0_18:3)	66	SNP_49663547	1.32E-09	1
9	SORBI_3009G021600	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	46;53;61	SNP_1907521;SNP_1906630;SNP_1912123	1.187996e-09;3.691445e-14;7.907203e-09	3			2	SORBI_3002G160901	PC(14:0_18:3)	66	SNP_49681588	1.32E-09	1
9	SORBI_3009G026800	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	20;18;18	SNP_2401356;SNP_2390348;SNP_2401356	6.976648e-08;2.580864e-09;5.373796e-09	3			2	SORBI_3002G203700	PC(14:0_18:3)	27	SNP_59456881	1.96E-08	1
9	SORBI_3009G026850	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:3_18:3)	20;18;25	SNP_2401356;SNP_2401356;SNP_2401356	6.976648e-08;2.580864e-09;5.373796e-09	3			2	SORBI_3002G203800	PC(14:0_18:3)	29	SNP_59469449	1.96E-08	1
9	SORBI_3009G043700	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	190;190;189	SNP_4134329;SNP_4134329;SNP_4134329	1.8853e-10;4.129544e-08;4.502644e-09	3			4	SORBI_3004G140000	PC(14:0_18:3)	26	SNP_40603057	7.63E-08	1
9	SORBI_3009G043800	PC(18:2_20:4);TG(14:0_18:2_18:3);TG(14:0_18:3_18:3)	184;182;186	SNP_4136180;SNP_4136180;SNP_4137075	1.8853e-10;4.129544e-08;4.502644e-09	3			5	SORBI_3005G135300	PC(14:0_18:3)	28	SNP_58430856	1.00E-08	1
9	SORBI_3009G079300	TG(14:0_14:0_16:1);TG(18:0_18:2_18:2);TG(18:1_18:1_18:2)	26;2;3	SNP_10682724;SNP_10682724;SNP_10682724	1.346457e-08;1.079283e-08;8.321397e-08	3			5	SORBI_3005G135400	PC(14:0_18:3)	28	SNP_58430856	1.00E-08	1
9	SORBI_3009G092020	PC(14:0_18:3);PC(18:2_20:4);SQDG(16:0_18:2)	25;13;27	SNP_20864395;SNP_20865909;SNP_20864746	4.037307e-11;9.887996e-08;3.763498e-08	3			9	SORBI_3009G025600	PC(14:0_18:3)	8	SNP_2267510	6.78E-11	1
9	SORBI_3009G256601	PC(18:2_20:4);TG(16:1_16:1_22:5);TG(18:1_18:2_18:2)	53;57;35	SNP_59025575;SNP_59025610;SNP_59025610	4.679469e-11;2.655634e-08;9.204561e-08	3			9	SORBI_3009G025700	PC(14:0_18:3)	9	SNP_2267510	6.78E-11	1
10	SORBI_3010G051500	PC(18:0_20:4);SQDG(16:0_18:1);TG(14:0_18:2_18:3)	157;13;94	SNP_3994244;SNP_3994441;SNP_3994618	2.873219e-08;1.132112e-08;1.613196e-08	3			9	SORBI_3009G025750	PC(14:0_18:3)	6	SNP_2275704	6.78E-11	1
10	SORBI_3010G064050	TG(16:1_16:1_22:5);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	2;2;2	SNP_5055863;SNP_5075244;SNP_5056509	8.897315e-09;3.021232e-10;1.103195e-08	3			9	SORBI_3009G025800	PC(14:0_18:3)	6	SNP_2275704	6.78E-11	1
10	SORBI_3010G073800	TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	10;6;10	SNP_6030003;SNP_6027436;SNP_6030003	8.971453e-08;4.827525e-09;5.506456e-08	3			9	SORBI_3009G081900	PC(14:0_18:3)	11	SNP_11668320	5.89E-08	1
10	SORBI_3010G073900	TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	11;4;10	SNP_6030003;SNP_6030003;SNP_6030003	8.971453e-08;4.827525e-09;5.506456e-08	3			1	SORBI_3001G231000	PC(16:0_18:1)	58	SNP_22277742	9.28E-08	1
10	SORBI_3010G074000	TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	10;3;9	SNP_6043678;SNP_6043678;SNP_6043678	8.971453e-08;4.827525e-09;5.506456e-08	3			1	SORBI_3001G261432	PC(16:0_18:1)	12	SNP_34303661	8.61E-08	1
10	SORBI_3010G074100	TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	14;3;12	SNP_6043678;SNP_6043678;SNP_6043678	8.971453e-08;4.827525e-09;5.506456e-08	3			1	SORBI_3001G261436	PC(16:0_18:1)	2	SNP_34323344	8.61E-08	1
