,DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:4),TG(60:5),TG(60:6)
PI533980_lowinput,24558834.82,4484353.055,2755723.243,1961121.445,2485263.946,4842110.654,60492.71958,92739.73324,395568.4967,2044036.911,1202128.507,2156663.732,474806.249,1454181.145,15642518.4,315690.2929,3469055.383,768271.014,38199516.81,850464.4681,401786.908,1036172.865,123338.5067,2970108.023,11111.90187,42966.87651,7122378.1,2657691.931,6863223.313,131388667.6,27736.20819,1738731.177,43155.1043,203791.1841,3919980.541,16958.36674,259622.087,94971.82693,264219.5041,1797206.234,11862.74022,242127.2128,96198.20049,48077.94078,83725.81938,4472.114355,19924.99114,14436.0803,76019.26683,83131.09054,34093.08231,3578.53776,119948.4334,104242.0485,63519.06857,19913.95027,2995.696661,6068.412084,165849.8341,384712.651,206998.4285,33382.14927,14310.57604,10653.37276,63924.27953,310152.7399,751638.8561,1442423.299,2175481.904,1916098.104,23713.29168,180563.1788,650261.3486,1257484.056,3445380.231,2479377.937,8711592.311,6195295.249,3419158.185,46892.11545,16149.2749,19733.39441,53056.32056,33895.1151,203189.4926,32208.99565,15050.92245,9128.331387,9036.485624,4045.973651,7717.931024,7514.366345,6175.790075
PI533985_control,22729360.05,208782.3125,2447325.755,1650352.727,1484100.111,1008428.742,19573.03139,44458.81674,139907.3315,1371233.604,558988.2757,1023939.68,466740.1185,1760067.668,12811922.35,319729.5266,1954875.471,2050946.966,33413207.02,694194.7867,417144.7215,879223.2828,155418.4538,2941130.36,259.2013582,61593.49872,6694330.999,2343267.275,8472050.453,131405779.5,23201.26409,1872478.41,86835.5397,1103262.248,5311087.488,32458.79943,278201.9493,413521.997,1450379.845,2254123.556,4576.906907,124960.3729,79569.77839,22826.7073,38587.34892,1841.007513,23576.77798,5860.443275,16944.67988,16002.83726,14927.43597,4461.929854,54362.59202,16010.80867,9886.606918,6465.183757,2481.474988,9039.33925,67996.25105,170372.699,91025.29373,9141.264809,7079.52965,4322.104263,38733.64673,223195.625,528133.547,402068.2151,559846.9517,419289.3529,11831.69859,26320.6403,125123.6618,194604.5195,207797.6321,401511.0476,1681701.771,580726.9521,278332.2032,16927.92805,4342.353241,3108.951927,6759.92969,9275.008176,11121.67477,5065.830473,2980.223466,2334.869256,1602.897872,2069.04265,2563.199739,5334.068963,2407.916281
PI533985_lowinput,24431338.73,3735673.68,2774516.184,2095336.088,2875186.975,5508324.593,87749.01688,120713.2913,374789.7412,1996383.426,1303629.382,3116917.297,439295.3089,1423448.723,15322136.52,359647.8152,4356320.521,839727.0357,41778409.77,933500.9234,403852.7933,933858.2822,128280.0909,3021441.834,23074.08341,21403.71411,5598290.303,2756361.821,6199938.709,128098769.5,30660.34328,1903748.559,28956.14931,185308.3877,4539905.873,29998.52855,332744.9507,107808.243,324234.1099,2180113.28,53278.71428,412440.2362,222985.6866,98555.67172,161555.0198,8703.274772,26041.99978,19096.12216,88706.85976,80485.27688,24883.83551,2618.977548,185106.7178,99874.56308,56276.52898,5654.822319,1922.835229,12546.32745,154342.1951,262921.3662,139298.5975,10770.52497,8915.653759,9387.613635,63792.74641,243055.1904,450051.7233,946595.0656,1565038.171,1557296.982,19238.23382,101166.1187,287608.5343,782914.9966,2128767.372,1616504.734,7724008.226,4716070.917,2945466.768,83092.44577,11706.70369,3932.940632,35039.7273,33584.74243,161831.2513,38169.00015,10525.00844,6357.507266,5015.647989,5182.781941,5980.831233,9056.737966,7637.646112
PI533986_control,24411704.63,191558.7645,2511246.489,1773247.237,1695695.054,1340874.067,19850.53124,52089.37021,146671.8878,1244642.269,589812.2949,1306627.747,416073.6571,992243.8081,15023423.53,202403.7357,2219547.901,524047.1123,34770132.3,603387.1439,485076.3742,786705.1807,144609.2762,3093790.186,293.2523602,58489.76709,7821672.094,2308650.102,6818203.538,137882920.7,16471.16183,2018513.375,71534.33987,234493.8519,6189299.062,48400.79739,302051.4084,129621.2605,315609.9833,2988126.785,5690.947996,121037.3181,69173.59631,21610.08868,34370.65582,1757.287463,18615.31796,6391.508682,14530.18245,21094.15893,22496.9051,14836.90179,63503.42585,16928.59691,14828.76777,14799.69439,3377.759934,25657.36907,80974.99837,219743.7821,123378.3563,8561.754707,13321.60466,9938.872686,43041.54238,247471.8046,540550.1449,405702.9101,553974.4537,455246.2115,15801.32609,24662.34849,125020.9578,184755.7912,214562.9368,362477.9988,1447802.807,490051.5899,228258.732,10477.93569,4548.88454,3198.207262,6699.839373,10196.76025,10501.55887,4050.845671,5178.355809,1959.097893,1931.039254,1829.35201,2737.640165,4676.719922,1870.173879
PI533986_lowinput,26627829.89,4141418.971,2562691.792,2002778.005,2292337.96,4362473.695,57539.31812,89659.64549,342984.7672,1914384.228,1143982.399,2024301.454,404455.9064,1368876.196,14075327.66,289058.4622,3683373.052,813858.6311,43029445.02,805402.0754,370117.3204,1038359.294,106717.8202,3297399.206,5576.69159,40373.62826,7221550.996,2861790.896,5815810.747,144335469.2,18331.6268,1625915.794,43738.41169,172035.5211,4220490.98,22439.90815,337732.3119,114400.6268,310335.5637,2219112.236,51667.77481,343154.0896,193218.1127,74696.24339,124404.7198,8624.979529,22219.86169,20982.12349,67573.57416,93906.07098,30365.38538,10301.49966,111810.8667,96764.05327,49237.75855,17486.8989,2369.778713,22756.70648,149779.5704,386658.693,263665.956,16459.38859,26647.59336,20611.63524,56421.3861,266164.7681,573054.9382,1406396.759,2204270.108,1877802.672,22988.78834,148527.6519,463156.4859,1084855.339,2832962.123,2029648.688,7711945.893,5237319.535,2722017.774,48828.4577,14771.32492,11605.14196,36966.26379,38491.41199,170150.0663,33905.45491,17448.49476,12421.54836,8022.340495,5940.447526,11261.81027,13723.48564,12138.16661
PI533987_control,23461653.91,213735.5313,2428908.453,1823782.211,1686113.352,1051684.568,19926.76968,54226.68333,175431.8617,1568804.412,603436.9749,1263073.584,445624.2672,1026497.106,14656353.76,210322.2802,1973876.331,495800.1076,35315397.99,616164.6827,461573.9619,885351.9971,159172.7183,3021120.583,327.4717241,61766.43025,7528951.676,2477472.92,6801853.844,133764994.8,20769.97161,2183214.309,83764.57355,259887.3101,6487012.55,41435.92116,278411.762,150210.0398,357787.0582,3354555.081,5766.494952,157832.0496,104697.6069,27513.15233,49030.26315,3279.916271,20812.45628,7238.369067,13746.39319,14549.51286,13591.46879,5295.607981,59638.81328,12719.67511,12117.3236,6642.889677,5196.907227,13440.40374,62656.43605,176491.9284,83112.0054,10692.93168,9038.757704,5015.871318,34143.92051,228072.8813,607910.9167,441765.1594,568929.2578,391924.9046,12382.62585,22966.29601,132634.3563,197098.9495,202596.6991,451185.8635,1853079.585,579694.5417,234027.9656,11702.90733,3344.724162,3386.474176,8037.748361,9142.42702,11826.03998,4404.972826,2411.2084,1395.165081,1561.355768,1526.914428,2596.546088,3927.953253,2093.851233
PI533987_lowinput,24055489.16,3958183.697,2649134.658,2315983.694,2995996.358,5853003.798,86501.93403,134502.3494,395860.2584,2288748.917,1212861.524,3605668.1,408405.9933,1529043.85,15547347.02,333494.3559,3836462.88,970387.9857,40495973.01,923787.182,479583.7306,955371.8628,137222.1846,3052703.036,15333.09025,34353.78471,8519370.384,3602545.755,8766148.274,128753480.1,23697.55616,1819498.61,32047.56157,210160.8367,4747366.445,15427.91093,315453.4009,125281.9531,356724.1281,2015729.961,137183.5523,732073.9067,446411.1273,187207.1676,320318.9351,22935.54548,71047.48012,35528.97533,104769.7908,104943.3357,22477.95707,9062.922639,168239.013,188274.627,111153.1219,21416.00994,5068.784227,15802.92892,291392.8213,477107.7714,258829.6502,26658.90053,18197.88127,13034.22692,114405.7108,431215.2716,644917.7471,1257609.456,2010823.795,1808262.416,34312.4421,172446.3049,505527.1027,998058.6916,2314826.793,1453458.034,5687129.189,3613211.627,2116054.219,128319.5744,21156.02969,18983.39069,20844.72851,28111.75989,142648.8148,29072.97305,19504.99463,8713.297837,6624.545886,5436.948288,8385.202379,11724.26806,8115.397634
PI533989_control,19389381.69,137303.6168,1793806.746,1609059.065,2110440.84,948252.0909,34914.30281,69167.00007,217974.3913,1958390.72,606554.928,1083611.655,397755.0747,689031.4979,10131692.74,157427.1749,1373722.197,348222.3385,25197767.39,403473.6085,451086.1712,614503.8559,178496.5533,2477173.717,174.1194901,58711.09321,5593731.837,2344678.027,4492520.382,110541565.4,10634.22593,1342980.881,62969.32395,182846.045,3902249.822,28963.80992,173639.1022,100991.021,211884.3193,2096342.575,12680.97072,351716.3623,230744.6627,85513.82239,137523.1308,6187.2503,36943.80703,30303.74277,21116.13683,16626.78636,26253.31121,13003.98013,62177.57768,32482.80146,18934.13179,8502.981168,13082.50882,25912.12402,80904.03876,250443.0684,137649.2075,22305.74622,13286.43767,6743.812123,36262.29726,280156.8219,1096910.459,764323.815,947087.4072,598233.9039,19062.02242,37970.12643,177009.8297,273412.2845,333343.7026,819238.2309,2857536.112,751276.7842,286235.5955,22655.63755,5050.74222,4215.556527,12468.99766,16823.52254,21755.07494,7607.882933,3336.418072,3019.462282,3260.314113,2954.647239,5744.948045,8532.884523,2638.578975
PI533989_lowinput,16523138.61,4097052.164,2636687.871,1731622.331,2117138.435,3049384.041,48478.96548,88374.83206,357981.4308,1655303.92,825772.6542,1512584.052,327376.1551,1184331.541,10157405.64,308682.8327,2857577.588,778572.5838,27706952.6,682931.3023,291721.1169,868121.4795,102780.8053,2007909.163,13538.57184,38268.38387,4182708.176,2731150.85,6057647.648,90169140.93,16124.40592,1270356.884,30142.35915,232259.9678,2377097.608,11001.98519,186449.1907,87265.46547,226624.1797,1018288.937,36329.46088,278906.0051,146260.5982,58209.45904,100738.4302,18031.42751,18569.85034,37724.17841,56914.97555,56040.36588,24604.38855,2157.074661,109966.1483,73895.98545,24647.33622,4162.731456,1780.83084,4509.861531,163782.8744,265278.8276,119685.1303,13270.34473,11649.11138,6433.404624,68287.30025,297224.9766,608230.8,1106724.039,1628446.294,1315506.468,13741.77639,106822.4908,307229.0774,861824.9937,2314896.875,2006014.435,7390285.185,3912822.033,1822551.73,74514.84288,5828.349745,5883.053186,19547.41421,26229.43838,196506.989,26242.06036,2609.820727,2029.22702,2854.770632,2720.752369,3697.005993,3906.263542,3189.754888
PI533991_control,23027816.69,225569.8098,2570538.009,2245849.305,2176279.252,1239741.929,42717.34519,63372.77565,230231.62,2135209.288,764265.9451,2389379.534,438202.0974,985627.057,14603111.91,198921.8194,1782815.997,470233.414,35755422.2,651572.0006,555321.7074,987697.038,232524.6623,2988996.966,139.3731141,51394.81929,7364906.465,2689821.58,6134175.202,135521956.5,15234.93699,1913977.487,82203.68154,249394.4962,6069030.588,36900.24691,250345.9919,143214.5085,317433.8591,3360589.379,9050.615877,184324.4558,139670.6552,44274.98886,72462.87251,3571.640386,17412.68255,14118.16343,15042.65597,20070.8621,13544.98931,4025.205547,59078.79551,13031.91444,10062.79177,4667.639434,2601.450954,9404.113298,59886.52157,158676.9468,98213.36529,9746.329625,9049.974864,3421.792554,26429.62199,178334.168,749490.9908,554844.7756,819079.7964,591282.1642,11445.94999,17039.4243,99979.69974,159069.6743,237772.967,705706.0665,2836674.453,872503.319,358956.5983,11713.85349,3218.801593,2598.65952,12899.24082,12202.8453,16787.9842,8745.987896,2779.60271,1523.010876,2332.331266,2322.76222,3349.173357,5714.036851,2614.481353
PI533991_lowinput,27753097.64,4435536.656,2775335.974,2365603.406,2509649.997,3677278.665,59898.36927,103458.3737,384217.3891,2243849.984,1044556.958,1900587.332,559938.3131,1625460.326,17002350.41,364715.8502,3426889.432,910498.2374,43489563.9,913853.6077,390542.852,1045698.726,115261.5933,3344529.657,5140.819608,31190.76513,6272983.84,3098711.887,7262837.422,148886108.9,24307.30006,2068845.448,40540.6036,183812.4225,4328420.082,26057.81476,246721.8664,108445.5407,303180.2381,2145826.97,16652.67358,316669.63,143242.2607,70223.93655,119080.5371,7703.056435,26668.00636,32955.0648,84032.28647,80517.67997,41842.21069,5030.995775,130376.9325,138077.9245,66314.42551,13092.72954,1107.377877,8036.57753,190491.2472,295067.2621,128516.2938,21122.71457,16255.52515,4505.183417,64083.60059,279022.007,556581.1828,1333689.034,2069421.782,1500833.214,22397.51684,139118.0831,445997.7172,1063904.509,1875473.309,2916873.08,11395570.48,7224940.992,3046375.982,32859.07974,13386.13018,11939.18683,56426.35718,52333.33128,277413.0631,37762.61039,10898.94451,5121.928924,5746.918634,4906.795014,6899.835406,9092.000645,6437.518754
PI533996_control,24084161.18,233886.8704,2607826.667,1992032.237,1928369.359,1337942.21,34822.57101,63516.87637,157326.1044,1729419.374,802173.0604,1462427.102,411506.739,1013805.469,14745175.83,227117.1043,2222878.983,530197.6875,39080394.93,707823.9804,493912.4528,974084.6647,206111.6567,3134224.272,494.4494285,42803.35103,7296434.247,2361064.636,7062357.661,134973898,14199.45477,1710193.827,55845.96105,223376.0584,6308548.4,52051.58737,303619.7105,143855.6894,367219.2651,3649750.619,6107.388591,148307.7326,90771.31215,31643.38936,53673.94093,2073.551416,23243.5094,6739.356306,13791.92955,16989.84135,12878.2605,8048.492079,41855.11216,15220.99817,12062.54609,8324.773885,3816.908172,16491.26048,78194.26636,224281.2493,126083.5401,16260.5836,10001.73244,5686.82117,45327.60718,298273.9074,630877.4807,583085.554,874644.6718,635870.8946,13872.50461,32275.04199,181132.034,275929.3751,308890.1508,485341.1886,2287405.305,828489.7486,331224.9966,26469.40387,3661.116204,3550.909657,9382.38953,13943.32342,16696.90294,9329.254539,2128.854586,1520.391428,1776.582077,2360.662637,2585.723959,4814.55322,2277.633366
PI533996_lowinput,21681776.82,4132849.18,2476016.003,1795807.47,2368789.845,2859720.581,31692.66703,112837.4223,399537.2949,2160024.332,766707.2839,1564738.556,477212.1949,1538065.829,12314950.98,444758.3369,2946178.017,752956.3478,34324855.19,724205.5062,369770.1202,875245.033,109317.4071,2689982.058,7517.702201,41244.01183,6149295.887,3762679.935,6660768.552,117151082.8,13846.00667,1204639.202,32048.36664,213984.2461,3128656.009,27477.82063,213748.7935,107363.6296,281900.4587,1545349.735,27882.2012,303763.2212,135375.8162,56930.4472,112670.2564,8271.919544,34687.45498,26737.7004,73006.32826,75848.99455,44177.6554,4852.187985,126868.0973,139433.7222,107324.2336,6258.692003,4103.184213,7276.976794,222771.839,350091.0007,126407.9506,20939.44267,9546.616256,4598.152995,75404.2929,328384.9847,578844.3328,1094078.7,1236001.794,881503.4822,20003.88178,169667.4623,422190.9076,1100677.082,1956623.989,1551012.053,4808317.001,2401252.271,1270766.836,66823.40221,18514.78942,15099.00968,34882.50274,36153.36592,158836.3274,18607.38663,14714.81204,3293.91993,5130.156985,2213.356431,3361.243305,5146.302591,3146.934701
PI533997_control,23681064.15,141803.9596,2125741.202,1615516.96,1634723.835,1188599.585,31664.19879,47876.12389,159488.7433,1435474.506,598044.6754,1170510.807,379212.8928,800792.5146,13831842.4,167918.6383,1818829.906,414482.5778,33690581.38,468908.1859,445881.7646,624245.3718,144283.4133,2995049.221,318.4664136,51241.42269,6944534.493,2110548.02,4953868.327,133712529.4,15818.07589,1802831.988,68867.5802,201859.286,5434955.028,25932.44649,253474.829,112012.3209,249857.6653,2770415.909,10163.76415,137006.0155,100471.1016,30673.67303,56242.60134,3144.708975,15772.7897,11187.09286,13780.6617,19219.82542,20162.97822,26774.56663,62854.15207,15427.80938,11062.8968,20293.71584,13426.77808,40108.5197,65372.50905,186026.2658,129739.3091,16588.44164,20284.89037,20294.65027,37764.12863,213683.4508,522247.1411,442649.1612,738182.6327,667037.7505,14233.49656,23045.78229,101423.749,182748.4085,225964.5957,443589.4807,1951781.93,678371.2806,329149.3211,10032.04067,3558.875637,2501.582139,6577.981678,8866.695764,9986.190467,4045.377545,2504.146678,2041.026193,1485.397742,1811.797177,2397.851354,4140.10736,2428.29457
PI533997_lowinput,23687647.91,3900713.161,2548705.32,1536226.615,1618777.167,2859550.073,40269.75258,61729.8005,267798.2758,1252857.601,682985.3353,1500727.874,310621.1261,950953.501,11433186.98,203871.5911,2669509.54,559879.8895,36029634.37,637918.1264,271726.5985,841795.8044,71965.72272,2744309.076,6205.3998,20709.64987,5285357.111,1968742.107,4797755.096,129531451.6,14601.57325,1185025.708,25661.64763,141226.8198,3188389.203,14449.10827,235558.9311,74558.87759,201470.1566,1509220.787,10208.82101,178692.1275,74174.31539,32373.71618,56559.08463,4398.564602,14519.71026,17456.53789,54292.15864,62916.59669,28446.11899,2210.483858,90579.96133,83500.05918,46777.14507,5622.25976,921.7922306,6396.637689,129499.6788,180848.1563,90693.01077,9642.855171,7849.491626,4191.410926,42396.28405,182853.9719,323530.4203,624588.5755,989242.2767,1041685.608,14889.87699,96041.36463,237477.1822,463694.6596,1325209.479,1145567.966,5677408.8,3108859.8,1934103.67,32796.6833,7679.490616,3642.507577,15069.53437,14903.62173,111237.7366,18451.77512,4879.168481,1666.875088,1808.833927,1832.379212,2442.137012,3753.426838,2276.435482
PI533998_control,23289515.64,243571.3531,2797111.822,1927009.87,2184943.281,1650796.78,18749.36902,69340.79034,159509.2348,1912145.382,906061.1825,1580936.708,416271.5481,1047473.011,16232560.95,222243.8569,2548687.837,469315.0334,40186624.59,735679.3573,546511.1044,1045186.18,146593.9377,3222739.823,152.8325727,23728.60731,7452155.125,2632017.688,6207339.702,136719356.3,15651.68052,1854306.764,64521.48604,246013.6917,6371312.16,45319.93254,328067.4885,144931.3246,372494.3246,3948172.641,45990.28073,649919.6049,469713.3533,126572.1335,203070.0616,9730.559538,54238.28435,29325.02448,27832.25407,39930.43254,30152.55545,6476.34294,58153.23492,21758.1366,20625.12279,18807.9234,3448.468658,11607.30824,69801.66593,185257.9213,106808.3958,11626.85443,6330.474629,5802.852007,31801.24278,273965.639,504369.1873,400946.3243,654716.7446,611223.5486,15243.45445,34074.00957,314130.3348,215554.5031,200682.1627,533692.3578,2659779.117,1022197.44,467712.0541,16174.71755,3295.226964,3756.144715,8062.530972,9119.330289,15311.95833,7550.122625,1581.845075,2041.323639,889.1508143,1533.093964,1916.617874,4037.187562,2330.30229
PI534009_control,28577583.44,294502.8692,2793518.767,3895578.788,3073484.374,2072205.128,53876.68297,79126.62163,240215.1076,3123830.412,1194795.145,2224430.17,767840.6101,1548949.53,22494682.29,295929.3815,3438948.623,1193911.735,45415693.34,1035853.772,1075359.159,1274788.087,446572.9411,4441493.104,770.1545168,121561.0096,11025032.73,5807766.26,14514349.96,157689975.3,32627.68726,2659148.586,141208.3996,208530.9002,8240722.163,71931.742,395616.5137,249844.2025,564573.4939,4815637.752,11764.40117,314054.6227,196888.9722,74952.85464,116863.5839,5059.977338,38200.25732,15091.83787,28325.25041,29183.49293,14010.1284,15025.84164,88084.73148,22578.83737,17324.34828,12659.18035,5149.035962,33210.03004,100368.4259,466901.1878,306175.9915,24596.51388,21863.01572,17594.97956,54383.91442,280785.1035,962688.9009,898741.2968,1433376.609,1177256.995,20670.02811,25189.2425,115685.6656,249927.5891,362238.1024,738183.6483,2910171.943,1119122.558,537811.701,16743.62937,6506.25119,4321.282509,10965.69103,29272.06642,32268.82984,16185.70445,6970.615898,8310.893828,5423.951534,7446.628283,11528.99359,26126.88835,19873.4342
PI534009_lowinput,26276823.94,4253090.806,2843064.792,2203465.52,2589087.89,5016900.131,67993.33751,87664.30172,373574.8496,1952257.787,1144373.178,2746446.505,533814.3698,1395954.716,17138394.77,275871.54,3221865.833,933223.3992,43959361.85,955909.095,431651.6685,1026513.736,122837.6347,3270600.739,11966.35858,52647.74418,6948210.893,3098109.731,7445232.796,137608486.7,30886.93278,1961720.302,49304.00772,201548.6035,4862699.235,37925.8801,271392.2065,132296.6201,320385.638,2077847.543,187116.6688,593005.3238,313451.6496,131979.4419,197399.8552,23161.80456,25451.78073,22489.81601,86488.87291,93484.14634,40559.58786,2320.177916,149930.1689,112382.5878,52304.43886,7345.641165,1783.975342,5905.502776,185566.5472,339835.5721,199123.4248,29503.04769,6841.492852,6076.735828,72879.54401,303163.7033,588736.0023,1429464.073,2388744.692,2235073.28,25315.87684,149945.7154,374764.4761,1013194.265,2693346.664,2082566.797,7896808.522,6126722.55,3644081.658,62475.31776,14751.64169,14777.0717,27131.40586,38063.70575,194060.1191,36202.10229,12793.58348,3678.804409,7336.860078,4579.32583,7761.003024,9856.683501,6334.731285
