,(+)-Abscisic acid,(-)-Caryophyllene oxide,"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","(2R,6R)-2-methyl-6-tridecylpiperidine","(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-6,10,14,18-tetraene-1,2,3,22,23-pentol",.alpha.-Amyrin,.beta.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"1,2,6,6,10,17,20-heptamethyl-17-[N-(2-methylphenyl)carbamoyl]-12-oxopentacyclo [12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate","1,2-dihydroxyheptadec-16-yn-4-yl acetate","1,9-Dideoxyforskolin","11,14,17-Eicosatrienoic acid,(Z,Z,Z)-","13-Keto-9Z,11E-octadecadienoic acid","14(15)-Epoxy-5Z,8Z,11Z-eicosatrienoic acid, methyl ester","16,16-Dimethylprostaglandin A1",19-Norandrosterone,"2,2'-Dithiobis(benzothiazole)",3-Epilupeol,3-Methoxylimaprost,3.10S-Hydroxypheophorbide a,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol",4.alpha./.beta.-Hydroxyprostanozol,"5(6)-Epoxy-8Z,11Z,14Z-eicosatrienoic acid, methyl ester","5,7-Dimethoxy-3-hydroxyflavone",5.alpha.-Cholest-7-en-3.beta.-ol,7-Oxocholesterol,"8'-Apo-.beta.-carotenal, all-trans-","8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester","9,12-Octadecadiynoic Acid","9-Oxo-10(E),12(E)-octadecadienoic acid",Alloxanthin,Alpha-Carotene,Antheraxanthin,Arachidonoylthiophosphorylcholine,Austinoneol,Betulin,Boldenone cypionate,Celaxanthin,Cembrane_Diterpene_minus_Me,Chlorophyll a,"Cholesta-4,6-dien-3-one",Cholesterol,Cycloartenol acetate,"Di-.gamma.-linolenin(6c,9c,12c)",Diadinochrome,"Didodecyl 3,3'-thiodipropionate",Dipterocarpol,Docosapentaenamide,Empenthrin,Erythrodiol,Fucosterol,Ginsenoside F1,Glochidone,Hydroperoxy fatty acid (18:3),L-alpha-phosphatidyl choline,Lanosterol,Lupeol,Lutein,Lycopene,Medroxyprogesterone,NCGC00164361-03!decanedioic acid,"NCGC00179780-02_C20H32O_(5xi,9xi)-Beyer-15-en-18-ol","NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-","NCGC00384683-01_C30H50O_Lup-20(29)-en-3-ol,(3alpha)-","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00386020-01_C18H28O3_8-{(1S,5R)-4-Oxo-5-[(2Z)-2-penten-1-yl]-2-cyclopenten-1-yl}octanoic acid",Nandrolone,Nostoxanthin,Ophiobolin A,Oxo fatty acid (18:3),Palmitoyl ethanolamide,Panaxatriol,Pheophorbide A,Pheophytin a,Phytosphingosine,Pinolenic acid,Schaftoside,Sebacic acid,Stearoyl ethanolamide,Sumaresinolic acid,Tri-p-tolylamine,Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,Zymosterol,[1-hexadecanoyloxy-3-phosphonooxypropan-2-yl]octadec-9-enoate,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,h_22_methandriol_m,"phenylmethyl(2S,3R)-3-hydroxy-2-[(phenylmethoxy)carbonylamino]butanoate"
PI656047,0.2015455,-0.187044102,0.007403521,-0.01937989,-0.128272538,-0.180877891,-0.160421753,-0.040835993,0.043921078,-0.115721228,0.488199993,0.242906655,0.363904395,0.016311087,-0.08169269,0.263344491,0.272927387,-0.366983093,0.354679834,0.169099038,0.082829109,-0.047013113,0.130284297,-0.087221692,-0.08160358,-0.077209551,0.204804374,0.915909781,-0.007801266,-0.080781385,0.016310996,0.230844839,-0.056231328,-0.021069755,0.048547913,-0.292243593,0.056488804,0.433284177,0.160950378,-0.131860411,0.28762902,0.007942282,0.917287377,0.204804518,-0.083966969,-0.078318061,-0.079685845,0.127749196,0.460948328,0.405378365,0.046686988,0.111601585,0.078414751,-0.182820681,-0.042317289,-0.042482077,0.168497561,-0.134289307,-0.166186367,-0.003149723,0.024097077,0.300097342,0.703346022,0.433364589,-0.103965068,-0.026070055,0.052549287,0.039724997,0.04554926,-0.12832334,0.215491596,0.034556645,0.058483737,-0.128272541,-0.11138275,0.036887886,0.341833737,-0.085963199,-0.376230846,0.768565754,0.239453664,-0.150024393,-0.027794128,0.093651129,0.038211206,2.79E-04,0.001420503,-0.169743542,0.147399592,-0.064783041,-0.021069753,-0.019122987,-0.108196191,-0.044953663,0.385964389,-0.328183975
PI601816,0.092934801,-0.022052223,0.093181974,-0.075717467,-0.126165703,0.005445006,0.01481424,-0.054143808,0.092400384,-0.03640039,0.512414015,0.232305357,0.024746534,0.070952843,-0.08328364,0.107739418,0.111147058,-0.333009496,0.427212966,0.17812378,0.080718087,-0.029241881,0.126076826,-0.072146294,-0.08072814,0.401484957,0.280030159,1.093197033,-0.230198974,-0.079071863,0.070952823,0.103475168,-0.015122209,-0.042612523,0.001171396,-0.196950237,-0.00318367,0.3502462,0.087792529,-0.119297401,0.005551489,-0.017603376,1.094638294,0.280030249,0.056176156,-0.077277187,-0.011190695,0.07701824,0.216669476,0.019355488,0.075948111,0.170079442,0.104791255,-0.042712417,0.263062509,0.039838756,0.043588092,0.059009197,0.013651829,0.02212427,0,0.209931716,0.756365122,0.017772675,-0.032398132,-0.006748124,0.070699153,0.086925682,0.075210588,-0.038166672,0.159906699,0.081223318,0.034388291,-0.126165708,-0.03129698,0.051560243,0.07004137,-0.015001235,-0.284884927,0.830071083,0.275976393,-0.149740815,-0.001870637,0.055143614,-0.007197644,-0.01627974,0.028565941,0.291336299,0.600808319,0.071785655,-0.042612471,-0.044809678,0.13004723,-0.090125042,0.018679862,-0.322685403
PI576399,0.129275359,0.349808656,0.258518336,-0.022021898,-0.081158304,0.075785325,0.122470942,-0.033908513,0.092351525,-0.016140211,0.522504221,0.243666439,0.282373021,0.260589502,-0.022703887,0.117658894,0.113371048,-0.207613324,0.347269855,0.132211232,0.141250857,-0.009039028,0.029056819,0.049935518,-0.02562256,-0.154736262,0.097107223,0.803456181,-0.368427601,-0.013598903,0.260589443,0.146751323,-0.007343978,-0.030593993,0.12335624,-0.311574539,0.081325818,0.234389077,0.095366246,-0.10074827,0.123123217,-0.031267425,0.804777624,0.097107348,0.220432182,-0.024243098,0.015574872,0.038536711,0.233281339,0.334233397,0.198231781,0.06777788,0.048667388,-0.164890944,-0.079089838,0.210009718,-0.14919191,0.151546222,0.089773578,0.043171568,-0.103201446,0.243576666,0.724689234,0.305999062,0.012009982,0.099036389,0.158034041,0.22384016,0.196405017,-0.020360176,0.162666819,0.218090532,0.012736528,-0.081158313,-0.013110382,0.083065546,-0.029885746,0.025976428,-0.396449311,0.783732585,0.202844428,-0.065185738,0.011432009,0.021722879,-0.030011824,-0.02059608,0.04992819,0.563110984,0.715455329,-0.05210525,-0.030593992,-0.035111043,0.034965836,-0.076709337,0.261350671,-0.310635642
PI552861,0.133384358,0.267631493,0.468357541,0.025424334,0.499924702,0.030846065,0.032477123,0.090392687,0.090629788,0.040366547,0.547809818,0.386975671,0.195752384,0.394311031,0.04566905,0.372976142,0.346095593,-0.118425509,0.408275132,0.298293032,0.297563892,-0.022414972,0.078970335,0.525788042,0.048492842,-0.171682946,0.071318838,0.786402617,0.033721655,0.050318768,0.394310954,0.353949591,0.119946196,0.105421889,0.012631201,-0.093250245,0.079922271,0.237141768,0.173679054,0.110671847,0.109684484,0.038936401,0.787714202,0.071318947,0.048230105,0.042446349,0.111184888,0.015602823,0.182248172,0.220519063,0.376803604,0.07169995,0.049014527,0.318133214,0.013199398,0.460748356,0.012651568,0.077355291,0.03171673,0.09783252,0.16825578,0.376970448,0.784970167,0.262700864,0.13489232,0.116426432,0.115049896,0.413592222,0.377237239,0.039713086,0.322027608,0.41489068,0.06766936,0.499924623,0.256790526,0.129955539,0.065411894,0.172299374,0.165561377,0.860560179,0.305653942,0.450042567,0.032137903,0.051536186,0.133094179,0.177560424,0.091078024,0.274595093,0.550144089,0.204978733,0.105422004,-0.008001773,0.241988537,-0.070079699,0.226029948,-0.226956421
PI576332,-0.046464123,0.246617205,0.384658138,-0.01155362,-0.105577772,0.030825217,0.01409779,0.046846601,0.0131306,0.045154251,0.512302582,0.27187633,0.077391851,0.387983731,0.018514997,0.219657449,0.192885521,0.065939308,0.50640343,0.179901933,0.030388686,-0.032626314,-0.043772995,0.211996273,0.019336539,-0.015067665,0.327492872,1.80558086,-0.030002703,0.020844381,0.387983832,0.238570597,0.032038759,0.044279736,-0.066542404,-0.096704056,0.059911862,0.062276759,0.034154766,-0.039053352,0.14330677,0.034935665,1.807123958,0.327492962,-0.008341671,0.013113301,0.014429222,0.015198699,-0.04551055,0.038901265,0.347685669,-0.030936944,-0.010814241,-0.13359842,0.051624603,0.343649829,-0.155765143,0.00202419,0.039857485,0.01061315,0.102856329,0.190396339,0.710346477,0.039632116,0.07607507,0.082617383,0.022077527,0.365081011,0.345483245,0.020683796,0.209210669,0.359852633,0.047850805,-0.105577777,0.058648687,0.050767405,0.018003958,0.100750409,-0.208880838,0.778753192,0.195786563,-0.127873925,0.005855835,-0.03722733,0.011287529,0.052464288,0.001456924,0.477889452,0.730294032,0.037207961,0.044279697,0.051728977,-0.158470955,-0.067458129,0.070228544,-0.167357505
PI561072,0.064481049,0.058378962,0.133216626,-0.082028976,0.305215763,-0.067564797,-0.071542861,0.032178938,0.026468482,0.026409708,0.516131297,0.486809916,0.052328401,0.144548504,-0.02274702,0.324430514,0.328986249,-0.036978766,0.500543394,0.257452239,-0.025726159,-0.01894403,0.068722199,0.059953229,-0.022316393,-0.254583225,0.575609097,1.513425391,-0.037184168,-0.020675159,0.144548432,0.29655567,0.077517146,0.048073776,-0.002167143,-0.134140712,0.04851987,0.417770243,0.163076577,-0.01861819,0.0497378,0.046099759,1.514944939,0.575609244,-0.075001203,-0.030767322,0.046843639,-0.019862638,0.383772176,0.029488092,0.19729911,0.135407776,0.045630286,0.132999724,-0.097723661,0.086093334,0.053330523,-0.055268308,-0.068247273,0.043173348,-0.024752691,0.385348852,0.734530951,0.036568644,0.043546048,0.098675063,0.104994114,0.182939545,0.196630378,0.082390513,0.341542181,0.177997595,0.065824349,0.305215738,0.053800706,6.21E-05,0.024557794,0.071857977,0.125239446,0.792612706,0.236198939,0.353567739,0.015837171,0.078610404,0.078004872,0.074302971,0.042097307,0.020639254,0.230382383,0.114382014,0.048073905,0.058333774,0.01577482,-0.133527998,0.050791041,-0.216266942
PI534009,0.234853447,0.123577775,0.2260244,0.030574041,0.572099398,0.014886898,0.036254372,0.092084836,0.367248902,0.050891476,1.268761099,0.291421344,0.751668575,0.064846947,0.053899317,0.244864364,0.267399169,-0.11083126,0.377812484,0.33749396,0.163040988,-0.041617887,0.361117572,-0.083253819,0.055628093,-0.217913247,0.092143397,0.797496723,-0.008970145,0.056607035,0.064846864,0.233783122,0.174302006,0.084737142,0.155969714,-0.225850798,0.019144076,0.54758192,0.216538207,0.161166521,0.783436845,0.044652118,0.798814749,0.092143523,0.131711502,0.055375016,0.161139376,0.008751214,0.467002864,0.715630431,0.209627422,0.166891316,0.244489616,0.373269635,-0.064855663,0.159990103,-0.094459438,0.050714708,0.044767199,0.211682879,0.185317866,0.377447,1.257440173,0.702704867,0.074781484,0.273533487,0.047429518,0.22032327,0.208523511,0.043457812,0.195027687,0.212623705,0.125829684,0.572099397,0.125976994,0.058984349,0.006734353,0.105688211,-0.020579852,1.281537183,0.338563644,0.44048738,0.07335557,0.153136814,0.14970465,0.205642555,0.216756291,0.514237311,0.485088883,0.29364822,0.084737223,0.107094794,0.146871783,-0.011531239,0.736716634,-0.031761522
PI534157,-0.228452646,0.02791866,0,0.056971188,-0.089500048,-0.089647173,-0.074726131,-0.103495474,-0.098038821,-0.028016882,0.47908303,0.099872202,0.017339705,0.015859805,-0.050908081,0.007590412,-0.0028213,-0.164229311,0.593484292,0.066663791,-0.041790192,0.032003548,-0.074875169,-0.113326497,-0.053737274,-0.374754038,0.02670679,0.730843872,-0.236684771,-0.053394747,0.015859714,0.005600909,-0.04124165,-0.059570229,-0.0752135,-0.341738727,-0.033085953,-0.044640988,-0.02000629,-0.158405736,0.00266411,-0.019877032,0.732120526,0.026706882,-0.060976059,-0.051466071,-0.029650518,0.534188073,-0.07164479,0.009849823,-0.021455382,-0.160334155,-0.090105272,-0.1854695,-0.118107722,-0.072294542,-0.040779523,-0.070672966,-0.08378981,-0.036271786,-0.028558585,0.078985521,0.696922742,0.01586557,-0.068680098,-0.023706118,-0.030658626,-0.008605146,-0.021823568,-0.030148083,0.05581308,-0.01358039,0.052996353,-0.089500046,-0.012310094,-0.013605236,-0.121942369,-0.048934007,-0.36023895,0.75448695,0.070864363,-0.110607408,-0.016863312,-0.067847323,-0.086591412,-0.074369235,-0.031995542,0.136882039,0.038673033,0.103641169,-0.059570229,-0.067876806,-0.050021514,-0.086852394,0.016545717,-0.030989247
PI656061,0.008371821,-0.088439432,0.054121748,0.003782719,0.162302446,-0.099370616,-0.101612325,0.010144537,-0.084356829,0.021227839,0.870626155,0.159719466,0.086613591,-0.052056493,0.013651221,0.139497685,0.133413824,-0.15366858,0.519673434,0.173756159,0.073240277,-0.015524301,-0.173853063,-0.120292786,0.013432249,-0.063463957,0.210282598,0.712896952,-0.010153925,0.014424753,-0.052056531,0.105201019,0.051187865,0.007818757,-0.088933706,-0.004711629,-0.032870186,0.215029223,0.009668391,-0.044722984,0.037008129,0.021745494,0.714161329,0.210282688,-0.104694887,0.006608878,0.006159535,-0.07331963,0.146906273,0.105863764,0.038150576,-0.025367707,-0.106669553,2.98E-04,-0.162559295,-0.019694427,0.118085323,-0.096619965,-0.089320587,0.012338339,-0.045101378,0.101969679,0.899722058,0.098334972,0.050680077,-0.001866017,-0.087492121,0.04905959,0.037246815,-0.005391516,0.118089952,0.043065582,0.0298531,0.162302464,0.048903727,0.103787688,0.054803109,0.06837063,-0.255835245,0.949992034,0.031023252,0.222906971,0.022637735,0.025327676,-0.002438784,0.007815282,0.011086274,-0.133776012,0.26024718,0.03718291,0.007818759,0.010341395,0.028089345,-0.050275577,0.078726087,-0.127482454
PI534132,0.314418965,0.03476225,0.377481357,0.048846507,-0.094616142,0.033115076,0.036107141,0.00468255,0.121951887,0.081858177,1.185540568,0,0.451334273,0.204636761,0.076407879,0.032992611,0.051730829,-0.190946069,0.394803135,0.151970083,0.091503691,-0.002241212,0.206034409,0.42263665,0.072511956,-0.345131053,0.292041124,0.704452143,-0.295546272,0.075437526,0.204636787,0.090873494,0.087289558,0.057093244,0.077113852,-0.145531148,-0.054671173,0.383650006,-0.0168577,0.088750418,0.564605397,0.013126935,0.705710566,0.292041104,0.1316659,0.068004892,0.078005489,-0.091719285,0.312729319,0.457777599,0.333836834,0.169753338,0.144801125,-0.187770894,-0.112896991,0.359102513,0.162671508,0.088114578,0.039376292,0.099543762,0.130692128,0.033758063,1.126420002,0.469349555,0.264220877,-0.017703639,-0.082610791,0.353620306,0.3322595,0.051667102,-0.017577644,0.353562676,0.053750276,-0.094616136,0.061033962,-0.014818689,0.746017731,0.307812325,-0.273049379,1.15833223,0.096074121,-0.103346485,0.041070306,0.140551798,0.144992601,0.087179344,0.100422303,-0.048638295,0.011874479,0.407368272,0.057093227,0.086293142,-0.017060443,-0.036868584,0.456759584,-0.007466905
PI552856,-0.189461531,0.19150032,0.006609623,0.007035635,-0.080478476,-0.184579536,-0.15575318,-0.030303678,-0.044224905,0.029660554,0.542909487,0.036770255,0.222223864,-0.047116228,-0.024940432,0.067154815,0.05864755,-0.236960577,0.441897541,0.017132947,0.138649304,0.005749618,-0.010144767,-0.102573979,-0.028306271,-0.460903173,0.032240025,0.671955412,-0.327189237,-0.028630976,-0.04711625,0.045306806,-0.038449112,-0.043751287,0.143446946,-0.135436593,-0.168567911,0.579066351,0.053947476,-0.111937046,0.097956082,0.018969186,0.673189809,0.032240117,-0.042464243,-0.028443055,0.002548521,-0.022936268,0.509001243,0.252201348,-0.017791599,0.224468744,-0.028501673,-0.196726819,-0.177138339,-0.069116318,-0.065644868,-0.124803778,-0.170208747,-0.055313402,-0.002080199,0.085123515,0.593059321,0.230334842,-0.114867461,0.176290688,-0.128486443,-0.003909912,-0.018127612,0.022295471,0.080152172,-0.008601018,-0.099647861,-0.080478471,-0.040447923,-0.043362993,0.084790488,-0.092997408,-0.451847238,0.637514822,-0.10649426,-0.060618546,-0.050369848,0.035307156,0.001532989,-0.008349458,-0.055677095,0.230618451,-0.03763014,0.35632321,-0.043751236,-0.042974005,0.013607527,-0.111906883,0.204812049,-0.111530506
PI533761,-0.242564324,0.07451754,0.414997545,0.039086277,-0.088604902,-0.098181408,-0.09054613,0.113085126,0.027681378,0.117190921,0.775329883,0.335329528,0.20674931,0.310452642,0.074668413,0.28356022,0.291064221,-0.219881621,0.377140741,0.212675749,0.05143736,-0.032782925,0.142600124,0.17076374,0.075295853,0.15659929,-8.13E-04,0.654978957,0.02934584,0.075785421,0.310452623,0.296196658,0.170399257,0.084057821,0.005334606,0.256440978,-0.075047041,-0.051878976,0.108012697,0.125008635,0.120437525,0.033554588,0.65620006,-8.13E-04,-0.075960626,0.063645445,0.161826332,-0.068645154,-0.128663805,0.235541567,0.353730349,-0.065580978,0.077992817,-0.152596194,-0.021764369,0.363178471,0.086700182,-0.08398511,-0.09386371,-0.146028323,0.144840115,0.278755004,0.715280671,0.210035834,0.094377211,0.005649904,-0.098172731,0.379665764,0.352663684,0.204015534,0.227484277,0.373622666,0.077775439,-0.088604896,0.218206111,0.037070633,0.074784478,0.1077216,-0.164053598,0.763575972,0.172683054,-0.083294446,0.030824035,0.027908583,0.094965876,0.091403058,-0.190872627,-0.02628915,0.346404498,0.037388987,0.084057901,0.099958401,0.164685845,-0.083944766,0.186551704,-0.046337447
PI597957,0.027511899,0.038765985,0.47528242,0.027835712,-0.086053222,-0.029768257,-0.059950992,0.001898165,-0.098635659,0.036588413,0.49264542,0.061092032,0.139001613,0.2562346,0.063743297,0.087158501,0.072443697,-0.163707859,0.511735782,0.107884548,0.360337892,0.003402297,-0.12439757,0.168253785,0.064022703,-0.493472353,0.013901789,0.638653815,0.018011165,0.064842183,0.256234581,0.121292047,0.088873673,0.055966444,-0.008999044,-0.295088437,-0.087024822,-0.084352009,0.007986486,0,0.077725246,0.029499035,0.639861643,0.013901861,-0.139502232,0.05784673,0.075255947,-0.114589528,-0.159206652,0.16472205,0.384764905,-0.111283237,-0.109553671,-0.131332468,0.030174508,0.421161239,-0.032751312,-0.120233012,-0.0330262,-0.046282649,0.109165772,0.05748814,0.640313293,0.145986099,0.098966065,-0.001266394,-0.132012029,0.421263763,0.382239197,0.020717418,0.044446355,0.414628495,0.032637925,-0.086053216,0.309539879,0.096897701,-0.009807426,0.12408234,0.012803062,0.700409231,0.040238049,-0.086880756,0.007952921,0.048461105,0.008544665,0.029455179,-0.063497275,-0.122648779,0.034444253,0.192601901,0.055966426,0.073160597,0.012225415,-0.052508767,0.123541517,0.031894923
PI656032,0.053339998,-0.055319407,0.215090112,0.038170249,0.066932165,-0.28197524,-0.271642546,0.022482375,-0.132730604,0.04473489,0.32495576,-7.40E-04,0.172305845,-0.015923262,0.081879905,0.026988669,0.031816853,-0.197706084,0.332880379,0.049239859,-0.012940612,-0.05207425,-0.181028851,0.413658559,0.082184553,-0.487867998,-0.033624431,0.680338481,0.002768789,0.082448162,-0.015923254,0.031605249,0.05324365,0.030413831,0.038349424,-0.094520316,-0.087710182,-0.083892374,0.071015141,0.072145213,0.116012858,0.029752624,0.681579278,-0.033624361,-0.238964507,0.064284103,0.080952095,-0.127124773,-0.127790811,0.187098647,0.260606256,-0.068626139,-0.081227226,-0.03426773,0.007488301,0.211852594,0.136691645,-0.255577843,-0.27365572,0.078747099,0.075763583,-0.050017043,0.461781367,0.173887016,0.075178295,-0.26207705,-0.090385051,0.251750237,0.259021789,0.028447672,0.016029516,0.254773188,0.016413346,0.066932192,-0.005047711,0.011260363,0.309022176,0.089898453,-0.363199449,0.479202167,0.001017216,0.044677249,0.010725551,0.024727817,0.021655648,0.022879438,0.081091907,-0.19869852,0.084538341,0.143599544,0.030413853,0.03893167,-0.162567965,-0.00801515,0.160218038,0.176422744
PI656030,0.141759434,0.084967834,0.027752617,0.143472746,0.150195257,-0.210317864,-0.182475153,-0.036240892,0.007126569,0.0309769,0.41652413,0.026310983,0.070113386,-0.013064477,0.036017224,0.020268974,0.036351904,0.4187095,0.393324693,0.106728546,0.013085439,-0.009758359,-0.009477954,-0.008924247,0.040313291,0.385022663,-0.078480135,0.640390586,-0.03199251,0.040814959,-0.013064499,0.03665383,0.094769345,0.019656164,0.108358542,0.09579006,-0.072628058,0.28609323,0.067434873,0.021991102,0.009496741,0.032266608,0.641599848,-0.078480015,-0.094982683,0.034077731,0.108739383,0.423615538,0.194501013,0.094129136,0.021181818,0.054328297,-0.002267159,-0.006372485,-0.145064595,-0.039346184,-0.083593785,-0.162961074,-0.189732515,-0.030106111,0.084263047,0.085931552,0.638943995,0.089825895,0.071902769,0.030017184,-0.044656829,0.029088899,0.020767961,0.018376502,0.047090432,0.026108927,0.029023171,0.150195192,0.104402902,0.102035883,0.095069346,0.089912553,-0.289411791,0.698069358,0.164913408,0.016545219,0.010678997,0.07731961,0.094976953,0.052005052,-0.038630736,0.12750007,-0.007287918,0.518644732,0.019656209,0.033884423,0.131549317,0.028651138,0.065170886,0.33376657
PI576418,0.167229056,0.163094136,0.033320236,0.003013674,-0.062422799,-0.01061634,-0.01441922,-0.060920117,0.193486312,-0.161797517,0.449757424,0.143689653,0.063943313,-0.070898444,-0.027948446,0.06066362,0.07047001,-0.016239553,0.42748125,0.200632459,0.06932078,0.043232793,0.222319339,-0.091510489,-0.024969489,-0.081582854,-0.024849095,0.679878389,-0.234851513,-0.024100208,-0.070898449,0.055715451,0.077355519,-0.040661547,-0.02035766,-0.2898424,-0.114340295,0.202724646,0.123962487,-0.045122117,0.037435533,-0.049943127,0.681118791,-0.024849002,0.024382438,-0.028486107,0.062582536,-0.066518929,0.174939585,0.076589221,0.049150987,0.112696612,0.166090397,-0.156219637,-0.087236724,-0.045476176,0.093594816,0.021146166,-0.00212813,0.079470546,0.003108529,0.211051448,0.642836958,0.063329697,-0.007860266,0.033498477,-0.114481757,0.049813845,0.048921856,-0.02860129,0.083676499,0.044831901,0.061529253,-0.06242279,0.051296125,0.090800235,0.273509461,0.014468574,-0.207774445,0.715864979,0.191035186,-0.038415654,0.040471667,0.025462755,0.036541189,-0.009160786,0.089745688,0.33855823,0.39027469,0.263732156,-0.040661549,-0.033136328,0.141005273,-0.101847928,0.051516601,0.012358363
PI656103,0.028200069,0.164231559,0.066985401,0.201208084,-0.059160072,-0.148430638,-0.118891455,0.051505888,0.110959592,-0.093297119,0.23198646,0.048316319,0.070966251,0.094304195,0.055300232,0.168068019,0.164728739,-0.167470232,0.278944098,0.079044145,0.242872261,-0.043496003,0.08358288,-0.076280567,0.053425769,0.320022819,0.544518919,0.616078549,-0.03230594,0.053896606,0.094304233,0.159013152,0.049254949,0.030857148,0.022792327,-0.018624856,-0.094871993,-0.091368618,0.137190888,0.018276031,0.11521539,0.030022286,0.617267181,0.544519071,-0.051378273,0.045469013,0.013755093,0.087086699,-0.025118891,0.05634539,0.087903586,-0.202116955,0.043893153,-0.13185658,-0.021118812,-0.00966584,0.101312093,-0.117635464,-0.149736148,-0.080576077,-0.075256634,0.253865698,0.308794293,0.072356357,0.068616224,0.06818875,-0.085776966,0.086877514,0.087476831,-0.034964211,0.008478043,0.081642088,0.071419267,-0.059160062,0.105482521,-0.04728492,0.052547673,0.082802263,-0.34967817,0.368816484,-0.078357786,0.012379668,0.01574354,0.04422257,0.009089353,0.034033247,-0.099311316,0.510797553,-0.07937212,0.095823733,0.030857235,0.043528636,0.20932541,-0.113213316,0.076827456,0.014588093
PI533831,0.154480112,0.097392699,-0.061164139,0.074577358,-0.064267838,-0.126461044,-0.040530177,0.044015423,0.147475743,0.029406729,0.176680421,0.054369595,-0.052927112,-0.080121883,-0.012097827,0.102772962,0.100530377,-0.115790012,0.206985065,-0.0319282,0.347624861,-0.086097307,0.071695683,-0.13602197,-0.015680573,-0.433154385,0.106093815,0.502790654,-0.039154683,-0.015888908,-0.080121941,0.082053232,-0.066446983,-0.030539624,0.008573913,-0.203734385,-0.221352627,0.296453141,0.038248327,-0.102696581,0.065264517,0.007172328,0.503866306,0.106093874,0.121162381,-0.015092589,0.011376818,-0.103050972,0.265786327,-0.086283095,-0.037453813,0.159357461,0.046989704,-0.195089614,-0.222625842,-0.152023995,0.019589502,0.011329488,-0.116456948,0.021414648,0.016751223,0.092995951,0.234179268,-0.078649208,-0.101558481,-0.095217972,-0.257509646,-0.039066727,-0.037297731,0.014497137,0.06016057,-0.042884066,-0.057850198,-0.064267826,-0.042725384,0.044681536,0.213632702,-0.113935229,-0.137753763,0.287948709,0.0399552,-0.05471368,-0.034573398,0.03875281,0.018410912,0.011805771,0.024231855,0.300047453,-0.07660608,-0.039742366,-0.030539577,-0.022673666,-0.116602609,-0.129488235,-0.054911006,0.291339094
PI576349,0.017116356,-0.15365108,-0.101561715,0.08812985,0.181055249,-0.295292742,-0.260721371,-0.033025905,-0.193919815,0.00906761,0.138423562,-0.077655206,-0.063045754,-0.186576268,0.005338918,-0.009694477,-0.020550251,-0.111325743,0.226917769,-0.124458514,0.297459254,-0.10251763,-0.267814456,-0.158625183,0.003809912,0.385211448,-0.093027686,0.454094459,-0.278432605,0.00344871,-0.186576282,-0.030146174,-0.068400168,-0.041915271,0.015109702,-0.189511141,-0.263518108,-0.197876502,0.002153717,-0.076735669,-0.01472581,0.037980837,0.455111696,-0.093027591,-0.207302012,0.003393342,-0.033405357,-0.13824524,-0.165335599,-0.063329735,-0.085282462,-0.182447718,-0.1690525,0.018310291,-0.155146054,-0.199003007,-0.213932904,-0.246200698,-0.294662496,0.058735355,-0.05914059,-0.024500135,0.209415599,-0.060810941,-0.108894833,-0.134231464,-0.28943885,-0.084454635,-0.084490543,0.001521254,-0.046506575,-0.087645974,-0.076521755,0.181055272,-0.004131495,-0.078373161,0.057529188,-0.128221908,-0.069792979,0.227125514,-0.153941333,0.101111106,-0.048601689,-0.012539971,0.005124579,0.060047468,0.070044482,-0.210789256,0.359785529,0.411539943,-0.041915224,-0.043100671,-0.179094993,-0.131154509,-0.065377531,0.319838121
