,AEG(o-30:2),AEG(o-32:2),AEG(o-32:3),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Cer(24:1),DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,GalCer(d36:3),GalCer(d38:3),LPC(16:0),LPC(18:3),LPE(16:0),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6)
PI533996,-0.079325588,0.126532887,-0.040299804,0.054058893,0.036890972,-0.036921329,0.17282128,0.007568558,-0.028033261,0.018617753,-0.006766906,0.004245672,0.076935704,-0.051427831,-0.186409663,0.161423655,0.076997219,0.132280024,-0.025699048,-0.068903804,0.338480991,0.03829303,0.093623324,-0.04304963,0.19762636,-0.0148195,0.004723103,-0.034450851,0.084407957,0.266489602,0.198223533,0.006214731,-0.021872179,0.112132581,0.047465466,0.244208147,0.021943987,0.228666697,1.73E-04,0.051069793,-0.006260224,0.0744423,-0.024011717,0.048318504,0.027914055,0.028810735,0.16618116,0.043728975,-0.028361798,0.378127179,0.222632475,-0.186530809,0.180769696,0.300645496,0.095489791,0.376832221,0.351971799,0.295234102,0.2000234,0.297048071,0.030735426,0.147825782,-0.012506616,0.321238055,0.201170044,0.201013382,0.207915042,-0.169733771,0.009270112,0.285636904,0.380202635,0.506809503,0.331856576,0.151578125,0.228666737,0.303382131,0.001103334,0.106608933,0.119649466,0.156507286,-0.066465444,0.023350332,0.293401191,0.108040351,0.028068401,-0.12639803,0.094395111,0.040003968,0.376833054,-0.101126994,-0.071428104,-0.037719021,0.059064377,-0.051306154,0.162172989,-0.042195903,0.059461825,0.034650892,-0.02698475,-0.046454094,-0.093782735,0.062791032,0.053396227,0.066261367,0.046045939,0.062250547,0.10190476,0.110803918,0.2313528,0.114347052,0.04987238,0.010594996,0.122827042,0.254524381,0.058539525,0.156509846,0.300657174,-0.087822157,0.380782784,0.137816704,0.145409954,0.132254463,0.011110111,0.162430101,0.014006603,-0.056072413,0.124575054,0.142259478,0.09468033,0.087326921,-0.019192931,-0.099008618,-0.090365604,0.048876051,0.167802673,0.098991576,0.144773942,0.023781792,0.005868167,-0.091261751,-0.138263995,-0.14573064,0.139510864,0.234373669,0.287393536,0.201010564,0.139359745,0.019023798,-0.064700522,-0.159277495,0.155574592,0.191870153,-0.026311591,0.105072891,-0.019349979,0.18641567,-0.099828167,-0.031926198,-0.036575682
PI548797,0.465259913,0.233128094,0.135382156,0.17988349,0.223849564,0.015014186,-0.048503049,-0.005641269,0.00604758,0.041942988,-0.017828923,0.105340309,0.104632876,0.178220545,0.328576936,0.10834172,0.062870172,0.102922885,0.115143741,0.17946773,0.005292377,0.097142438,0.059788296,0.17897652,0.043553806,0.186810212,0.187527682,0.112508314,0.27924237,0.063313554,0.39939778,0.125522832,0.037893852,0.025484651,0.097825867,0.392851868,0.30439763,0.35089274,0.089430113,0.1404138,0.034429836,0.119314384,0.041991779,-0.02734652,-0.065348249,0.206613009,0.095555015,0.108538709,0.089191858,0.192348451,0.236816382,0.232472625,0.165497375,0.293184418,0.397334463,0.244375458,0.252903951,0.312821719,0.214726993,0.314753209,0.225567124,0.356307577,0.218369184,0.255080243,0.187070033,0.109462851,0.4607458,0.2756917,0.105955005,0.348339203,0.316031627,0.485607366,0.226139942,0.281551913,0.350892742,0.323505433,0.070616491,0.067839989,0.245531962,0.239169082,0.211437667,0.11212733,0.236452602,0.283177458,0.365517195,0.385074008,0.258082644,0.172994427,0.203894555,-0.039068099,0.037374945,-0.140569357,-0.135816874,0.021706872,0.045569826,0.040347972,-0.002311881,-0.005741142,0.010914222,0.01309116,0.020252537,0.125586819,0.310776283,0.233170835,0.173785707,0.340044701,0.331369909,0.253040948,0.394072331,0.300198752,0.191056038,0.196376847,0.285486562,0.363915333,0.118288354,0.154548833,0.265584173,0.261890895,0.420808938,0.528472575,0.201228034,0.104733821,0.055578709,0.131759362,0.124810411,0.366981531,0.24868896,0.173494754,0.047902621,0.023502201,0.049733892,0.098042167,-0.082621237,0.378017465,0.33887571,0.1490245,0.105989618,-0.013236909,-0.002917351,0.013583192,0.070615625,0.126663398,0.714328728,0.376017668,-0.034729794,-0.005154292,-0.113809462,-0.028608249,-0.017215947,0.11580241,0.156243446,0.284371794,0.005237403,0.030763177,-0.056205877,0.046333806,-0.060846697,-0.040423679,0.093045231
PI656046,0.251390815,0.046465493,0.04120772,0.170629495,0.322202095,0.115348464,-0.046704718,-0.038572364,0.048274797,0.019295506,-0.033481782,0.035049252,0.054525672,-0.038536468,-0.237297066,0.109480272,0.019902116,0.082325303,-0.028955876,-0.03682521,-0.07608998,0.013207457,0.165007722,0.081699098,0.148805805,0.065624826,0.406036279,0.017755039,0.255477559,-0.04232632,0.14269916,0.687367128,0.366187806,-0.005319772,-0.006140721,0.027837156,-0.033234139,-0.011005619,0.056677302,0.097393954,-0.008530952,0.098303579,0.044197283,-0.044299413,0.110454024,0.187031918,0.136649378,0.14997902,0.051051434,0.048508309,0.01768978,0.027145713,0.191598392,0.37376568,0.196041078,0.382362915,0.140073686,0.358098678,0.072558587,0.361400662,0.114081882,0.173935784,0.002594468,0.357206037,0.276191495,0.321441288,0.355933537,0.02339826,0.341377172,0.325654986,0.365448958,0.655825234,0.173532639,0.185547205,-0.011005618,-0.049320985,0.038460267,0.096404737,0.19979456,0.235913001,-0.01739832,0.106905377,0.160883854,0.219948644,0.185405534,0.031021446,0.427050942,0.157806866,0.417112399,-0.099317337,0.103760035,0.010667278,0.314801081,0.028036329,0.002474082,0.04094456,0.208255365,0.327283031,-0.051299586,-0.163187535,-0.177399619,0.088040621,0.026277348,0.05344909,-0.073274537,0.129846498,0.118808508,0.278029526,0.399188483,0.298887623,0.060648415,0,0.336910445,1.152257814,0.045931571,0.128151467,0.310177371,0.581241967,1.338258085,1.047673808,0.100924945,0.122594805,0.071252753,0.410120828,0.635389058,0.664526398,0.06996236,0.118006024,0.087624109,0.224379503,0.175937343,0.04571206,-0.025680742,0.077438075,0.165018356,0.128767708,0.232719096,0.023587781,0.20497701,0.098552132,0.041382073,-0.034002305,0.097981442,0.298950176,0.108672661,0.280058219,0.234750995,0.213353649,0.11608552,0.08895407,0.195253032,0.26516099,0.035838266,0.101369937,0.007299699,-0.022942284,0.430141188,0.07497137,0.416163066
PI656058,-0.004564977,0.234996674,0.116571222,0.115509501,0.17406652,0.129681215,-0.021961855,-0.008599028,0.040137784,0.025148096,-0.011346153,0.058098711,0.030947488,0.138921384,-0.247308742,0.038386047,0.002348342,0.001694524,0.044317833,0.094521229,0.14496348,0.030828339,0.046412818,0.096634379,-0.012168966,0.040416153,-2.78E-04,0.05287015,0.199087529,-0.029098405,0.283907486,0.11928847,0.054253431,0.035413909,0.058484681,0.130065656,0.178516829,-0.056650399,0.048949632,0.088616083,0.00867479,0.019770555,0.045003699,0.002228086,0.080098092,0.167705833,0.053489941,0.004514821,0.035531911,0.209710456,0.032835142,0.248047634,0.252388695,0.085796342,0.273149279,0.173095174,0.111485781,0.214475658,0.123350312,0.217693992,0.336180387,0.239913647,-0.069677308,0.194887351,0.107896019,0.141084163,0.357415133,0.255807798,0.074800463,-0.056335502,0.186754126,0.361561446,-0.016602604,0.130976776,-0.056650382,-0.068634297,0.047004323,0.049540517,0.080107212,0.183104315,0.183493778,0.093272702,0.073941793,0.124929021,0.229517109,0.288027092,0.149097531,0.141291159,0.329388191,0.140742811,0.139049574,-0.015006365,-0.016620462,0.059184009,0.114969379,0.013626887,-0.011508723,0.001699272,0.012687003,0.031975491,0.17101679,0.513663517,0.533496863,0.508829292,0.436928974,0.476292267,0.482162596,0.495957413,0.491685502,0.229430009,0.213624335,0.333814946,0.35977696,0.221591212,0.142819123,0.418932839,0.422223734,0.423806367,0.294913397,0.158529856,0.325351112,0.252572185,0.217321349,0.413981393,0.152458858,0.102866104,0.329865037,0.332757722,0.207491374,0.133267875,0.158791936,0.247481031,0.372473457,0.504109747,0.470331472,0.496856028,0.326250029,0.193015367,0.071084771,0.055665088,0.24959883,0.34334997,0.31583275,0.616056276,0.610883029,0.358735865,-0.027046524,0.050775013,0.023982961,0.268284233,0.484355945,0.612202692,0.559344759,0.479513039,0.403237269,-0.027846841,0.291961979,0.221686609,0.289506373
PI655993,-0.076165385,0.145765711,0.063017386,0.109870508,0.141754728,0.149420649,0.105443515,-0.046869198,0.049732741,0.028147143,0.005407125,0.09551238,0.099199141,0.045076545,0.007669053,0.071351672,0.105501406,0.112804977,0.076263163,0.028690848,-0.126525344,0.173697404,0.119103957,0.121238002,0.084697338,0.042645159,0.009274994,0.022513813,0.097048085,0.001693983,0.167402015,0.333952171,0.460207203,0.029492844,0.097149884,0.117129919,0.191518002,-0.000412739,0.054646818,0.14966274,0.018766295,0.123508964,0.062351243,-0.090696261,0.20681612,0.242576457,0.147805763,0.124505324,0.056124235,0.125516874,0.208680262,0.001733213,0.230010426,0.228106651,0.1696166,0.32625464,0.294139555,0.309847298,0.166760285,0.311648692,7.84E-04,0.194712539,-0.026330416,0.26781012,0.207152853,0.081071061,0.243560941,0.014563969,-0.01883504,0.242590859,0.425539922,0.420503699,0.226221911,0.157880359,-4.13E-04,0.164289947,0.052561962,0.118758052,0.199628657,0.223145048,0.030116741,0.061329446,0.290274248,0.204037874,0.186430806,0.037930477,0.142594041,0.146042129,0.365702472,0.047751772,0.117807866,0.093812583,0.058213625,0.057460953,0.196859277,-0.025734915,0.027466464,0.011095817,0.018755011,-0.059254138,-0.194848746,0.296318588,0.339161695,0.357569267,0.25680409,0.314908148,0.276792136,0.153443569,0.419379404,-0.105217671,0.143032782,0.132108964,0.300962692,0.207786861,0.11790569,0.274176567,0.278441421,0.282097072,0.281133816,0.305876257,0.306285101,0.3632297,0.386500495,0.515348606,0.373863427,0.181144681,0.210573672,0.268572236,0.292476703,0.338448133,0.314076159,0.221925454,0.248677503,0.340852401,0.205242106,0.36255216,0.353140414,0.212074722,0.169142697,0.07474697,0.043184524,0.01534659,0.099407701,0.462942232,0.545576945,0.476695852,0.248471418,0.158586962,0.141737854,0.091307089,0.296755066,0.494965318,0.471750872,0.440776004,0.395325385,0.004837311,0.469443968,0.456827414,0.409210036
PI656109,-0.004705978,-0.105232111,-0.026834235,-0.093244689,-0.048392474,-0.059466543,-0.073087549,0.158462969,-0.020405405,-0.063691044,-0.057284196,-0.104576029,-0.09586165,-0.094894298,-0.222605701,-0.070107292,-0.08570266,-0.102434181,-0.122259546,-0.061304064,-0.084979923,-0.133644147,-0.071747998,-0.070343105,-0.020723981,-0.105420051,0.060192018,-0.032263264,0.73350838,-0.076122592,1.252186318,0.439281213,0.345982458,-0.092623735,-0.105068553,-0.043078941,-0.049391355,0.021269335,-0.116968768,-0.098696912,-0.103161964,-0.069653327,-0.019712807,0.011593609,-0.047445221,-0.072291556,-0.033428966,-0.006710185,-0.009064451,0.032354155,-0.016462308,-0.102560033,-0.03137053,0.067117945,0.041302151,0.073195092,1.04E-04,0.041932616,0.008522861,0.041254415,-0.010469092,-0.037289344,-0.10230219,0.059353018,0.028695183,0.042739732,0.152343361,-0.098587761,-0.074285756,-0.058211832,0.110645701,0.261027281,-0.004595705,-0.078947034,0.021269338,0.006660273,-0.100576983,-0.192695649,-0.025417099,0.010463951,-0.072009842,-0.028760361,-0.050361261,-0.005803262,0.033188619,-0.023807473,0.007284139,0.014082699,0.032540096,-0.082217891,-0.076441552,-0.128770643,0.027723711,-0.083530203,-0.087249874,-0.084460032,0.022100354,0.046833993,-0.097417276,0.06179185,0.133874205,0.281621205,0.35526614,0.343378977,0.272110477,0.264510041,0.29472489,0.324259195,0.334768803,0.152484015,0.116355034,0.0138473,0.331316527,0.198107848,0.029220122,0.228556008,0.365863132,-0.096802499,0.258376852,0.007834978,0.162675964,0.086856444,-0.0024083,0.043660221,0.059400617,-0.044558552,0.158697289,0.168873793,0.001803693,-0.035959081,-0.046756006,-0.015339477,-0.123535138,0.292675368,0.159055245,0.184495705,0.097901983,-0.032870176,-0.130040922,-0.115367889,-0.10793271,-0.082252305,0.128844419,0.314351643,0.055059722,-0.046147396,-0.024501764,-0.107084969,-0.08203945,-0.165259751,0.191398724,0.274304611,0.132095911,0.248274246,0.097056036,-0.05102605,-0.054703577,-0.026815825,0.268840966
PI533961,0.264543533,0.143159944,0.069992855,0.149463321,0.188770393,0.463175535,0.343016436,-0.104799025,0.05419125,0.027451472,0.003650699,0.137173757,0.059463337,0.066265976,-0.058803327,0.123119797,0.078940183,0.10118464,0.100270766,0.075755254,-0.028242086,0.069931495,0.045679023,0.068521977,0.021926726,0.057838478,0.121193644,0.065077176,0.193303533,-5.81E-04,0.213924606,0.591187543,0.829932848,0.045807111,0.066189275,0.111490375,0.140106481,0.05569432,0.07506666,0.066137887,0.038189948,0.084148331,0.069044557,-0.064475167,-0.001906896,0.107325191,0.097232116,0.124597662,0.058781429,0.044788666,0.091780531,0.060187855,0.209501678,0.255637533,0.233051384,0.352394467,0.211452629,0.313580083,0.229445834,0.319845884,0.255084831,0.30922974,0.115025218,0.279653987,0.231110568,0.270844184,0.440991834,0.109582682,0.273256036,0.322898833,0.314429208,0.485606834,0.249562695,0.193216654,0.055694383,0.01546028,0.073901903,0.073182065,0.192003769,0.213733896,0.121772237,0.119821941,0.234173433,0.209814967,0.262354165,0.214067116,0.145799091,0.162403636,0.388250712,-0.045861723,0.078123282,0.00277895,-0.018437452,0.07399726,0.165054442,0.031517446,0.077749267,0.087346721,0.072051536,-0.149051362,-0.249497885,0.049933538,0.175520884,0.275543845,0.126803263,0.216138778,0.16291864,0.251908435,0.213347738,-0.146406606,0.11893036,0.090198856,0.025727958,0.216248684,0.103845207,0.149541528,0.091817624,0.21351443,0.302398933,0.296748914,0.191928198,0.162880863,0.181446819,0.338690882,0.383970873,0.375098879,0.173808076,0.202856596,0.212192174,0.235588869,0.264500374,0.237103999,0.418866874,0.181959602,0.362589339,0.413684778,0.367305397,0.315762763,0.314749286,0.234172333,0.356752596,0.323766671,0.072647196,0.411279567,0.271321379,0.427667705,0.196683732,0.280125697,0.224576564,0.388664151,0.025571724,0.384569476,0.440090409,0.378409587,0.499860441,0.043773765,0.294488546,0.287033639,0.312440549
PI533911,-0.083639237,0.102901262,-0.023930781,0.07820338,0.129485683,0.425305423,-0.059357211,-0.148063305,0.067894862,0.025994206,0.004296853,0.101376596,0.123365904,-0.046710723,-0.223909963,0.239110803,0.212240021,0.243501762,0.011436964,0.115479865,0.379084579,0.211038197,0.101759066,0.076305075,0.232673664,0.091201571,0.076163786,0.044740797,0.193026679,0.029592747,0.201233382,0.00631112,-0.0259446,0.107457368,0.081216021,0.171808943,0.087511746,0.136013128,0.047153881,0.10313369,0.027379513,0.145935742,0.082809414,-0.167428797,0.125485829,0.155170331,0.303557884,0.162790525,0.075832663,0.283041319,0.225541581,-0.149033557,0.206826533,0.232579612,0.036235151,0.404724852,0.401139233,0.287940964,0.149894988,0.289809304,-0.052770683,0.043951161,0.08099685,0.313698243,0.220527697,0.292993667,0.228408709,-0.154803875,0.032496989,0.435357831,0.596003273,0.511076567,0.207058554,0.364856721,0.136013083,0.239795872,0.034236881,0.113451538,0.216085491,0.171093771,-0.115858277,0.116228921,0.347006055,0.203943672,0.07905481,-0.144211484,0.154264504,0.059322099,-0.00925581,-0.063407854,0.011258083,0.185339557,0.017880356,0.077381561,0.247215419,0.090488668,0.188969312,0.111400154,0.131531327,-0.237670256,-0.30584719,0.065520189,0.040747578,0.174038149,0.099694111,0.141227715,0.129374481,0.171221463,0.137504773,-0.250298334,0.04704295,-0.047775573,0.178726418,0.660154766,0.074318766,0.104534529,-0.075879014,0.126576624,0.938587665,0.608974704,0.169814301,0.106206108,0.011844535,0.374356411,0.341890523,0.275380987,0.123541844,0.216280535,0.172794223,0.162088238,0.016726079,-0.060528883,-0.109993243,0.188132031,0.308491964,0.380242908,0.363597286,0.238148265,0.232856662,0.056491882,-0.048788471,-0.078927436,-0.004370061,0.352036906,0.425497697,0.467704631,0.46252342,0.257470791,0.072550104,-0.009911829,0.08852087,0.32816795,0.351680142,0.349193278,0.187530182,0.425793362,0.307598045,0.172371076,0.053038644
PI534053,0.23257521,-0.008575445,0.036650254,-0.044079334,0.044395948,0.09299304,0.020011469,-0.515091084,0.026270469,0.031014977,0.012832747,0.007302915,-0.023897515,-0.014203538,-0.147828845,0.038426032,0.092660785,0.007229153,-0.027722278,0.005983976,0.036307345,0.028491164,-0.014646191,-0.016715083,0.096529911,0.004629367,0.025095645,0.030331789,0.101264857,-0.044026036,0.009253455,0.360576493,0.520232714,-0.007506324,-0.003248594,-0.022580102,4.60E-04,-0.115983246,0.011480654,-0.032896308,0.014271029,-0.001342908,0.032388369,-0.036219865,0.032163896,0.022886376,0.116370567,0.03472193,0.037991161,0.22073215,-0.001899027,0.060995288,0.08706337,0.245816245,0.22639905,0.233567036,0.191446513,0.093915462,0.168765954,0.090004081,0.054723725,0.124412443,0.090415004,0.177064512,0.129936314,0.14098663,0.260323447,0.051003118,0.100431628,0.080508206,0.171151023,0.37819673,0.230854326,0.166758199,-0.115983271,-0.058082162,0.023360596,0.039548651,0.131397013,0.116690724,0.008245704,0.078607042,0.180508344,0.128086612,0.124048816,0.077340887,0.052357833,0.071153817,0.136942001,-0.048816541,-0.011708882,0.070115089,-0.025063899,0.038954528,0.162185639,0.07233924,0.097071144,0.034498779,0.052485883,-0.545353159,-0.65941498,-0.597384312,-0.289963557,-0.023702269,-0.22061928,-0.130677189,-0.067432226,-0.127260355,0.094066516,-0.115765718,0.061771966,0.005986636,0.027601651,0.120323639,0.009698362,0.029573936,0.168556624,-0.088689739,0.174995759,0.177540129,0.084351596,0.072669663,0.038161682,0.182411884,0.219202279,0.142171896,0.074483027,0.11257399,0.10591459,0.079008459,0.058848034,0.093831153,0.035596364,0.195975945,0.214293233,0.370572236,0.265614657,0.182822398,0.082929919,0.048312489,0.062880486,0.071164897,0.203143169,0.156195538,0.281421129,0.27005252,0.142434688,0.09697856,0.017269491,0.130444236,0.315600519,0.263299613,0.091359132,0.052686213,0.022510966,0.008198517,-0.001627622,0.054315007,0.093743747
PI534108,-0.076195958,-0.051562748,-0.077620801,-0.065508928,0.028743208,0.004985068,-0.216697204,-0.583562299,0.015183645,0.041925212,0.009621761,-0.029129961,-0.005211039,-0.106237889,-0.18088707,0.020464376,0.003709184,0.005542066,-0.102499106,0.029723063,-0.139822816,0.061627333,0.005372108,0.002567709,0.075396801,-0.039208665,-0.080143418,-0.010039359,0.233031596,-0.063548634,0.10512457,0.001664804,0.034008097,0.013149909,-0.019152832,-0.018062853,-0.041341359,-0.213277086,-0.01822041,0.028691784,0.00934734,0.026237574,0.019425981,-0.092019311,0.135573746,0.13877328,0.15914051,0.049082354,0.02171334,0.208623925,0.072692494,-0.180173015,0.031925705,0.156463947,0.03146663,0.220634571,0.090846873,0.094879038,0.183500113,0.093350112,-0.110069789,-0.012996562,-0.103463214,0.237589462,0.037364776,0.089426942,0.117160127,-0.166767551,-0.131183536,0.304930898,0.360353189,0.179956263,0.131148897,0.099126368,-0.213277086,0.139031633,-0.007434417,0.119377692,0.101995109,0.069110946,-0.107968809,0.030407073,0.047601819,0.105376043,0.010009557,-0.144566774,0.058958964,0.013977482,0.072715454,-0.160941952,0.035356351,0.088547033,-0.001029189,-0.001231145,-0.025645223,-0.024422247,0.039248936,0.010449292,0.041729522,-0.45826761,-0.659604618,-0.373272741,-0.248202734,0.044025916,-0.053441177,-7.52E-04,-0.047232049,-0.089461905,-0.081046563,-0.099949762,-0.002990456,-0.111480906,0.255107913,0.19178551,-0.009946425,-0.016908704,-0.030649769,-0.055839969,0.535382961,0.105825639,0.024556161,0,-0.073687498,0.083622253,0.075091153,0.024221884,0.021987786,0.03116109,-0.046863588,-0.067777809,-0.134400594,-0.130556184,-0.202468168,0.068050767,0.083714757,0.1838748,0.073632989,-0.106814183,-0.180597315,-0.219097957,-0.20295074,-0.160016029,0.07933545,0.232337835,0.039612636,-0.07095693,-0.030255261,-0.143763311,-0.226250426,-0.184703436,0.086314486,0.23698534,0.07296022,0.023898505,0.002834505,0.005172359,0.034486734,-0.032258402,0
PI656006,-0.038970701,0.043294306,0.056468389,0.105877252,0.091844021,-0.013117871,0.079701092,-0.61182445,0.058988154,0.022626978,0.001556248,0.031070347,0.026475288,-0.045124536,0.007280328,0.053635179,0.121243319,0.061391602,-0.013416182,-0.02947134,-0.114177834,0.027325687,-0.045547584,0.037016281,0.001043835,0.141583328,0.077613801,0.037201458,0.109068484,0.008845416,0.064107301,0.357646809,0.504054872,0.0466634,0.006026756,-0.024146707,-0.118361821,-0.124305541,0.033536669,0.040153827,0.019369228,0.059044298,0.061810123,-0.117251161,0.015090074,0.097930529,0.333946555,0.100919199,0.068038911,0.404823898,0.013929925,-0.039552653,0.125863385,0.298430957,0.273229829,0.319173052,0.172433145,0.189957458,0.095853429,0.189832548,0.023417761,0.112658633,-0.040945455,0.21682782,0.125420283,0.17152586,0.234040416,-0.040051865,0.090687529,0.164480761,0.130022214,0.36144529,0.240633576,0.102157363,-0.124305496,0.044272487,0.037535046,0.073626242,0.169269463,0.160571947,0.041157307,0.081781921,0.174827619,0.168595185,0.152501356,0.037162059,0.121306337,0.099239565,0.083774338,-0.013145441,0.048222128,0.069965253,0.076740593,0.058710232,0.147705713,0.069356722,0.173446602,0.178312499,0.092139206,-0.454838221,-0.475064418,-0.574525143,-0.241977918,0.081549654,-0.167251482,-0.065250437,-0.047093645,-0.108647879,0.052224067,-0.190352614,0.057138059,-0.022671479,0.045493468,0.101359904,0.041071329,-5.63E-04,0.037094565,-0.057675164,0.495096323,0.336321988,0.078171887,0.019180061,-0.040524148,0.112951148,0.13047853,0.063261143,0.035174273,0.096550906,0.083572191,0.027344789,-0.032186128,-0.035681922,-0.14989716,0.023923728,0.239103362,0.263168238,0.216415302,0.112849785,0.042594455,0.008702198,-0.02492521,-0.038497153,-0.048637462,0.299699636,0.117310889,0.056208757,-0.004880197,0.062220218,0.026259536,0.015072075,0.053975992,0.271391445,0.142098399,0.032182637,-0.044112441,-0.067816378,0.01521573,1.70E-04,0.00856874
PI576381,-0.046059462,-0.025778701,-0.053629971,0.01294529,0.089232916,0.275555817,-0.037327767,-0.548158105,0.078148532,0.030332346,0.001517759,0.046284865,0.054933577,-0.052342201,-0.012706382,0.073356986,0.139190527,0.127460556,0.031531098,0.102487149,0.359250945,0.261346738,0.015800221,0.12775375,0.055729219,0.065369443,-0.083246793,0.0384737,0.185113696,0.041407052,0.071229566,-0.03339162,-0.083183417,0.009034596,0.022746663,0.010538265,-0.111960901,0.009641794,0.005990425,0.098001909,0.022644657,0.049368126,0.087563297,-0.158503858,0.194514502,0.197280773,0.133583864,0.004057258,0.08633739,0.256107826,0.056039735,-0.123001418,0.111008258,0.218712504,0.097924005,0.216607162,0.163487717,0.199897708,0.186466523,0.199142102,-0.015590633,0.015447003,0.036737428,0.252652549,0.130055443,0.203814056,0.220133841,-0.110827604,0.332276401,0.332329358,0.385226443,0.432459194,0.486912824,0.294601845,0.0096418,0.075713122,0.017870611,0.156310509,0.165172875,0.144110231,-0.050431762,0.071458971,0.122347942,0.155082174,0.079476534,-0.085112751,0.111981207,0.070417406,-0.030944799,0.087872061,0.126020569,0.184950746,-0.047720034,0.049806482,0.079117452,0.026261742,0.026333093,-0.02670378,0.059230675,-0.322915311,-0.257266667,-0.315696988,-0.01451887,0.26941971,0.087463684,0.217908085,0.166093828,0.135915485,0.077123924,0.119269525,0.082007212,0.106348674,0.107679422,0.183482079,0.037522389,0.088761121,0.173309615,0.039042373,0.307187247,0.434657179,0.138818401,0.048130364,-0.038436927,0.143210096,0.17945087,0.0545817,0.147757723,0.141985329,0.103322966,0.063452437,-0.047157916,-0.091868139,-0.144452461,0.286602628,0.31094917,0.352180548,0.205336525,0.124980312,0.122629262,-0.004809311,-0.084994195,-0.102849413,0.064159761,0.387598231,0.280984074,-0.061797833,0.235275564,0.133413527,0.021012475,-0.03709874,0.271811819,0.358914491,0.360491538,0.274020007,-0.039046536,-0.019930111,0.048773515,-0.020752265,-0.021889091
